target,target_end_date,location,type,quantile,value,forecast_date,scenario_id
1 wk ahead inc case,2021-07-03,DE,quantile,0.01,2467,2021-06-28,forecast
1 wk ahead inc case,2021-07-03,DE,quantile,0.025,2636,2021-06-28,forecast
1 wk ahead inc case,2021-07-03,DE,quantile,0.05,2791,2021-06-28,forecast
1 wk ahead inc case,2021-07-03,DE,quantile,0.1,2980,2021-06-28,forecast
1 wk ahead inc case,2021-07-03,DE,quantile,0.15,3115,2021-06-28,forecast
1 wk ahead inc case,2021-07-03,DE,quantile,0.2,3227,2021-06-28,forecast
1 wk ahead inc case,2021-07-03,DE,quantile,0.25,3326,2021-06-28,forecast
1 wk ahead inc case,2021-07-03,DE,quantile,0.3,3418,2021-06-28,forecast
1 wk ahead inc case,2021-07-03,DE,quantile,0.35,3505,2021-06-28,forecast
1 wk ahead inc case,2021-07-03,DE,quantile,0.4,3590,2021-06-28,forecast
1 wk ahead inc case,2021-07-03,DE,quantile,0.45,3674,2021-06-28,forecast
1 wk ahead inc case,2021-07-03,DE,quantile,0.5,3754,2021-06-28,forecast
1 wk ahead inc case,2021-07-03,DE,quantile,0.55,3802,2021-06-28,forecast
1 wk ahead inc case,2021-07-03,DE,quantile,0.6,3851,2021-06-28,forecast
1 wk ahead inc case,2021-07-03,DE,quantile,0.65,3909,2021-06-28,forecast
1 wk ahead inc case,2021-07-03,DE,quantile,0.7,4009,2021-06-28,forecast
1 wk ahead inc case,2021-07-03,DE,quantile,0.75,4119,2021-06-28,forecast
1 wk ahead inc case,2021-07-03,DE,quantile,0.8,4246,2021-06-28,forecast
1 wk ahead inc case,2021-07-03,DE,quantile,0.85,4398,2021-06-28,forecast
1 wk ahead inc case,2021-07-03,DE,quantile,0.9,4598,2021-06-28,forecast
1 wk ahead inc case,2021-07-03,DE,quantile,0.95,4910,2021-06-28,forecast
1 wk ahead inc case,2021-07-03,DE,quantile,0.975,5199,2021-06-28,forecast
1 wk ahead inc case,2021-07-03,DE,quantile,0.99,5555,2021-06-28,forecast
1 wk ahead inc death,2021-07-03,DE,quantile,0.01,214,2021-06-28,forecast
1 wk ahead inc death,2021-07-03,DE,quantile,0.025,223,2021-06-28,forecast
1 wk ahead inc death,2021-07-03,DE,quantile,0.05,232,2021-06-28,forecast
1 wk ahead inc death,2021-07-03,DE,quantile,0.1,248,2021-06-28,forecast
1 wk ahead inc death,2021-07-03,DE,quantile,0.15,260,2021-06-28,forecast
1 wk ahead inc death,2021-07-03,DE,quantile,0.2,270,2021-06-28,forecast
1 wk ahead inc death,2021-07-03,DE,quantile,0.25,280,2021-06-28,forecast
1 wk ahead inc death,2021-07-03,DE,quantile,0.3,288,2021-06-28,forecast
1 wk ahead inc death,2021-07-03,DE,quantile,0.35,296,2021-06-28,forecast
1 wk ahead inc death,2021-07-03,DE,quantile,0.4,304,2021-06-28,forecast
1 wk ahead inc death,2021-07-03,DE,quantile,0.45,312,2021-06-28,forecast
1 wk ahead inc death,2021-07-03,DE,quantile,0.5,320,2021-06-28,forecast
1 wk ahead inc death,2021-07-03,DE,quantile,0.55,328,2021-06-28,forecast
1 wk ahead inc death,2021-07-03,DE,quantile,0.6,337,2021-06-28,forecast
1 wk ahead inc death,2021-07-03,DE,quantile,0.65,346,2021-06-28,forecast
1 wk ahead inc death,2021-07-03,DE,quantile,0.7,355,2021-06-28,forecast
1 wk ahead inc death,2021-07-03,DE,quantile,0.75,365,2021-06-28,forecast
1 wk ahead inc death,2021-07-03,DE,quantile,0.8,371,2021-06-28,forecast
1 wk ahead inc death,2021-07-03,DE,quantile,0.85,378,2021-06-28,forecast
1 wk ahead inc death,2021-07-03,DE,quantile,0.9,388,2021-06-28,forecast
1 wk ahead inc death,2021-07-03,DE,quantile,0.95,402,2021-06-28,forecast
1 wk ahead inc death,2021-07-03,DE,quantile,0.975,415,2021-06-28,forecast
1 wk ahead inc death,2021-07-03,DE,quantile,0.99,431,2021-06-28,forecast
2 wk ahead inc case,2021-07-10,DE,quantile,0.01,1746,2021-06-28,forecast
2 wk ahead inc case,2021-07-10,DE,quantile,0.025,1893,2021-06-28,forecast
2 wk ahead inc case,2021-07-10,DE,quantile,0.05,2030,2021-06-28,forecast
2 wk ahead inc case,2021-07-10,DE,quantile,0.1,2200,2021-06-28,forecast
2 wk ahead inc case,2021-07-10,DE,quantile,0.15,2322,2021-06-28,forecast
2 wk ahead inc case,2021-07-10,DE,quantile,0.2,2424,2021-06-28,forecast
2 wk ahead inc case,2021-07-10,DE,quantile,0.25,2516,2021-06-28,forecast
2 wk ahead inc case,2021-07-10,DE,quantile,0.3,2600,2021-06-28,forecast
