target,target_end_date,location,type,quantile,value,forecast_date,scenario_id
1 wk ahead inc case,2021-05-29,AT,quantile,0.01,2305,2021-05-24,forecast
1 wk ahead inc case,2021-05-29,AT,quantile,0.025,2406,2021-05-24,forecast
1 wk ahead inc case,2021-05-29,AT,quantile,0.05,2496,2021-05-24,forecast
1 wk ahead inc case,2021-05-29,AT,quantile,0.1,2605,2021-05-24,forecast
1 wk ahead inc case,2021-05-29,AT,quantile,0.15,2680,2021-05-24,forecast
1 wk ahead inc case,2021-05-29,AT,quantile,0.2,2742,2021-05-24,forecast
1 wk ahead inc case,2021-05-29,AT,quantile,0.25,2796,2021-05-24,forecast
1 wk ahead inc case,2021-05-29,AT,quantile,0.3,2846,2021-05-24,forecast
1 wk ahead inc case,2021-05-29,AT,quantile,0.35,2893,2021-05-24,forecast
1 wk ahead inc case,2021-05-29,AT,quantile,0.4,2938,2021-05-24,forecast
1 wk ahead inc case,2021-05-29,AT,quantile,0.45,2982,2021-05-24,forecast
1 wk ahead inc case,2021-05-29,AT,quantile,0.5,3026,2021-05-24,forecast
1 wk ahead inc case,2021-05-29,AT,quantile,0.55,3071,2021-05-24,forecast
1 wk ahead inc case,2021-05-29,AT,quantile,0.6,3117,2021-05-24,forecast
1 wk ahead inc case,2021-05-29,AT,quantile,0.65,3165,2021-05-24,forecast
1 wk ahead inc case,2021-05-29,AT,quantile,0.7,3217,2021-05-24,forecast
1 wk ahead inc case,2021-05-29,AT,quantile,0.75,3274,2021-05-24,forecast
1 wk ahead inc case,2021-05-29,AT,quantile,0.8,3339,2021-05-24,forecast
1 wk ahead inc case,2021-05-29,AT,quantile,0.85,3416,2021-05-24,forecast
1 wk ahead inc case,2021-05-29,AT,quantile,0.9,3515,2021-05-24,forecast
1 wk ahead inc case,2021-05-29,AT,quantile,0.95,3668,2021-05-24,forecast
1 wk ahead inc case,2021-05-29,AT,quantile,0.975,3806,2021-05-24,forecast
1 wk ahead inc case,2021-05-29,AT,quantile,0.99,3972,2021-05-24,forecast
1 wk ahead inc death,2021-05-29,AT,quantile,0.01,41,2021-05-24,forecast
1 wk ahead inc death,2021-05-29,AT,quantile,0.025,43,2021-05-24,forecast
1 wk ahead inc death,2021-05-29,AT,quantile,0.05,44,2021-05-24,forecast
1 wk ahead inc death,2021-05-29,AT,quantile,0.1,46,2021-05-24,forecast
1 wk ahead inc death,2021-05-29,AT,quantile,0.15,47,2021-05-24,forecast
1 wk ahead inc death,2021-05-29,AT,quantile,0.2,48,2021-05-24,forecast
1 wk ahead inc death,2021-05-29,AT,quantile,0.25,49,2021-05-24,forecast
1 wk ahead inc death,2021-05-29,AT,quantile,0.3,50,2021-05-24,forecast
1 wk ahead inc death,2021-05-29,AT,quantile,0.35,50,2021-05-24,forecast
1 wk ahead inc death,2021-05-29,AT,quantile,0.4,51,2021-05-24,forecast
1 wk ahead inc death,2021-05-29,AT,quantile,0.45,52,2021-05-24,forecast
