target,target_end_date,location,type,quantile,value,forecast_date,scenario_id
1 wk ahead inc case,2021-09-18,DE,quantile,0.01,46351,2021-09-13,forecast
1 wk ahead inc case,2021-09-18,DE,quantile,0.025,49765,2021-09-13,forecast
1 wk ahead inc case,2021-09-18,DE,quantile,0.05,52902,2021-09-13,forecast
1 wk ahead inc case,2021-09-18,DE,quantile,0.1,56765,2021-09-13,forecast
1 wk ahead inc case,2021-09-18,DE,quantile,0.15,59530,2021-09-13,forecast
1 wk ahead inc case,2021-09-18,DE,quantile,0.2,61823,2021-09-13,forecast
1 wk ahead inc case,2021-09-18,DE,quantile,0.25,63860,2021-09-13,forecast
1 wk ahead inc case,2021-09-18,DE,quantile,0.3,65747,2021-09-13,forecast
1 wk ahead inc case,2021-09-18,DE,quantile,0.35,67545,2021-09-13,forecast
1 wk ahead inc case,2021-09-18,DE,quantile,0.4,69297,2021-09-13,forecast
1 wk ahead inc case,2021-09-18,DE,quantile,0.45,71035,2021-09-13,forecast
1 wk ahead inc case,2021-09-18,DE,quantile,0.5,72788,2021-09-13,forecast
1 wk ahead inc case,2021-09-18,DE,quantile,0.55,74584,2021-09-13,forecast
1 wk ahead inc case,2021-09-18,DE,quantile,0.6,76454,2021-09-13,forecast
1 wk ahead inc case,2021-09-18,DE,quantile,0.65,78437,2021-09-13,forecast
1 wk ahead inc case,2021-09-18,DE,quantile,0.7,80582,2021-09-13,forecast
1 wk ahead inc case,2021-09-18,DE,quantile,0.75,82963,2021-09-13,forecast
1 wk ahead inc case,2021-09-18,DE,quantile,0.8,85697,2021-09-13,forecast
1 wk ahead inc case,2021-09-18,DE,quantile,0.85,88998,2021-09-13,forecast
1 wk ahead inc case,2021-09-18,DE,quantile,0.9,93332,2021-09-13,forecast
1 wk ahead inc case,2021-09-18,DE,quantile,0.95,100148,2021-09-13,forecast
1 wk ahead inc case,2021-09-18,DE,quantile,0.975,106461,2021-09-13,forecast
1 wk ahead inc case,2021-09-18,DE,quantile,0.99,114304,2021-09-13,forecast
1 wk ahead inc death,2021-09-18,DE,quantile,0.01,255,2021-09-13,forecast
1 wk ahead inc death,2021-09-18,DE,quantile,0.025,263,2021-09-13,forecast
1 wk ahead inc death,2021-09-18,DE,quantile,0.05,269,2021-09-13,forecast
1 wk ahead inc death,2021-09-18,DE,quantile,0.1,277,2021-09-13,forecast
1 wk ahead inc death,2021-09-18,DE,quantile,0.15,282,2021-09-13,forecast
1 wk ahead inc death,2021-09-18,DE,quantile,0.2,286,2021-09-13,forecast
1 wk ahead inc death,2021-09-18,DE,quantile,0.25,290,2021-09-13,forecast
1 wk ahead inc death,2021-09-18,DE,quantile,0.3,293,2021-09-13,forecast
