"location","forecast_date","target_end_date","target","type","quantile","value"
"AT",2022-04-03,2022-04-09,"1 wk ahead inc case","point",NA,149069
"AT",2022-04-03,2022-04-09,"1 wk ahead inc case","quantile",0.01,82716
"AT",2022-04-03,2022-04-09,"1 wk ahead inc case","quantile",0.025,89790
"AT",2022-04-03,2022-04-09,"1 wk ahead inc case","quantile",0.05,97523
"AT",2022-04-03,2022-04-09,"1 wk ahead inc case","quantile",0.1,105979
"AT",2022-04-03,2022-04-09,"1 wk ahead inc case","quantile",0.15,111235
"AT",2022-04-03,2022-04-09,"1 wk ahead inc case","quantile",0.2,116786
"AT",2022-04-03,2022-04-09,"1 wk ahead inc case","quantile",0.25,122650
"AT",2022-04-03,2022-04-09,"1 wk ahead inc case","quantile",0.3,128847
"AT",2022-04-03,2022-04-09,"1 wk ahead inc case","quantile",0.35,133569
"AT",2022-04-03,2022-04-09,"1 wk ahead inc case","quantile",0.4,138504
"AT",2022-04-03,2022-04-09,"1 wk ahead inc case","quantile",0.45,143662
"AT",2022-04-03,2022-04-09,"1 wk ahead inc case","quantile",0.5,149069
"AT",2022-04-03,2022-04-09,"1 wk ahead inc case","quantile",0.55,154690
"AT",2022-04-03,2022-04-09,"1 wk ahead inc case","quantile",0.6,160583
"AT",2022-04-03,2022-04-09,"1 wk ahead inc case","quantile",0.65,166745
"AT",2022-04-03,2022-04-09,"1 wk ahead inc case","quantile",0.7,173190
"AT",2022-04-03,2022-04-09,"1 wk ahead inc case","quantile",0.75,182361
"AT",2022-04-03,2022-04-09,"1 wk ahead inc case","quantile",0.8,192066
"AT",2022-04-03,2022-04-09,"1 wk ahead inc case","quantile",0.85,202339
"AT",2022-04-03,2022-04-09,"1 wk ahead inc case","quantile",0.9,213213
"AT",2022-04-03,2022-04-09,"1 wk ahead inc case","quantile",0.95,233082
"AT",2022-04-03,2022-04-09,"1 wk ahead inc case","quantile",0.975,254909
"AT",2022-04-03,2022-04-09,"1 wk ahead inc case","quantile",0.99,278894
"AT",2022-04-03,2022-04-16,"2 wk ahead inc case","point",NA,125388
"AT",2022-04-03,2022-04-16,"2 wk ahead inc case","quantile",0.01,49392
"AT",2022-04-03,2022-04-16,"2 wk ahead inc case","quantile",0.025,55767
"AT",2022-04-03,2022-04-16,"2 wk ahead inc case","quantile",0.05,62972
"AT",2022-04-03,2022-04-16,"2 wk ahead inc case","quantile",0.1,71115
"AT",2022-04-03,2022-04-16,"2 wk ahead inc case","quantile",0.15,76836
"AT",2022-04-03,2022-04-16,"2 wk ahead inc case","quantile",0.2,83021
"AT",2022-04-03,2022-04-16,"2 wk ahead inc case","quantile",0.25,89709
"AT",2022-04-03,2022-04-16,"2 wk ahead inc case","quantile",0.3,96941
"AT",2022-04-03,2022-04-16,"2 wk ahead inc case","quantile",0.35,103370
"AT",2022-04-03,2022-04-16,"2 wk ahead inc case","quantile",0.4,110230
"AT",2022-04-03,2022-04-16,"2 wk ahead inc case","quantile",0.45,117550
"AT",2022-04-03,2022-04-16,"2 wk ahead inc case","quantile",0.5,125388
"AT",2022-04-03,2022-04-16,"2 wk ahead inc case","quantile",0.55,133701
"AT",2022-04-03,2022-04-16,"2 wk ahead inc case","quantile",0.6,142600
"AT",2022-04-03,2022-04-16,"2 wk ahead inc case","quantile",0.65,152099
"AT",2022-04-03,2022-04-16,"2 wk ahead inc case","quantile",0.7,162239
"AT",2022-04-03,2022-04-16,"2 wk ahead inc case","quantile",0.75,175324
"AT",2022-04-03,2022-04-16,"2 wk ahead inc case","quantile",0.8,189471
"AT",2022-04-03,2022-04-16,"2 wk ahead inc case","quantile",0.85,204767
"AT",2022-04-03,2022-04-16,"2 wk ahead inc case","quantile",0.9,221307
"AT",2022-04-03,2022-04-16,"2 wk ahead inc case","quantile",0.95,249872
"AT",2022-04-03,2022-04-16,"2 wk ahead inc case","quantile",0.975,282137
"AT",2022-04-03,2022-04-16,"2 wk ahead inc case","quantile",0.99,318584
"AT",2022-04-03,2022-04-23,"3 wk ahead inc case","point",NA,119069
"AT",2022-04-03,2022-04-23,"3 wk ahead inc case","quantile",0.01,35319
"AT",2022-04-03,2022-04-23,"3 wk ahead inc case","quantile",0.025,41238
"AT",2022-04-03,2022-04-23,"3 wk ahead inc case","quantile",0.05,48153
"AT",2022-04-03,2022-04-23,"3 wk ahead inc case","quantile",0.1,56231
"AT",2022-04-03,2022-04-23,"3 wk ahead inc case","quantile",0.15,62224
"AT",2022-04-03,2022-04-23,"3 wk ahead inc case","quantile",0.2,68857
"AT",2022-04-03,2022-04-23,"3 wk ahead inc case","quantile",0.25,76201
"AT",2022-04-03,2022-04-23,"3 wk ahead inc case","quantile",0.3,84332
"AT",2022-04-03,2022-04-23,"3 wk ahead inc case","quantile",0.35,91792
"AT",2022-04-03,2022-04-23,"3 wk ahead inc case","quantile",0.4,99914
"AT",2022-04-03,2022-04-23,"3 wk ahead inc case","quantile",0.45,108757
"AT",2022-04-03,2022-04-23,"3 wk ahead inc case","quantile",0.5,119069
"AT",2022-04-03,2022-04-23,"3 wk ahead inc case","quantile",0.55,128870
"AT",2022-04-03,2022-04-23,"3 wk ahead inc case","quantile",0.6,140286
"AT",2022-04-03,2022-04-23,"3 wk ahead inc case","quantile",0.65,152717
"AT",2022-04-03,2022-04-23,"3 wk ahead inc case","quantile",0.7,166254
"AT",2022-04-03,2022-04-23,"3 wk ahead inc case","quantile",0.75,182388
"AT",2022-04-03,2022-04-23,"3 wk ahead inc case","quantile",0.8,200090
"AT",2022-04-03,2022-04-23,"3 wk ahead inc case","quantile",0.85,219512
"AT",2022-04-03,2022-04-23,"3 wk ahead inc case","quantile",0.9,240820
"AT",2022-04-03,2022-04-23,"3 wk ahead inc case","quantile",0.95,275415
"AT",2022-04-03,2022-04-23,"3 wk ahead inc case","quantile",0.975,314980
"AT",2022-04-03,2022-04-23,"3 wk ahead inc case","quantile",0.99,360228
"AT",2022-04-03,2022-04-30,"4 wk ahead inc case","point",NA,125175
"AT",2022-04-03,2022-04-30,"4 wk ahead inc case","quantile",0.01,29233
"AT",2022-04-03,2022-04-30,"4 wk ahead inc case","quantile",0.025,35201
"AT",2022-04-03,2022-04-30,"4 wk ahead inc case","quantile",0.05,42390
"AT",2022-04-03,2022-04-30,"4 wk ahead inc case","quantile",0.1,51052
"AT",2022-04-03,2022-04-30,"4 wk ahead inc case","quantile",0.15,57658
"AT",2022-04-03,2022-04-30,"4 wk ahead inc case","quantile",0.2,65120
"AT",2022-04-03,2022-04-30,"4 wk ahead inc case","quantile",0.25,73550
"AT",2022-04-03,2022-04-30,"4 wk ahead inc case","quantile",0.3,83073
"AT",2022-04-03,2022-04-30,"4 wk ahead inc case","quantile",0.35,91637
"AT",2022-04-03,2022-04-30,"4 wk ahead inc case","quantile",0.4,101084
"AT",2022-04-03,2022-04-30,"4 wk ahead inc case","quantile",0.45,111506
"AT",2022-04-03,2022-04-30,"4 wk ahead inc case","quantile",0.5,125175
"AT",2022-04-03,2022-04-30,"4 wk ahead inc case","quantile",0.55,135686
"AT",2022-04-03,2022-04-30,"4 wk ahead inc case","quantile",0.6,149678
"AT",2022-04-03,2022-04-30,"4 wk ahead inc case","quantile",0.65,165115
"AT",2022-04-03,2022-04-30,"4 wk ahead inc case","quantile",0.7,182145
"AT",2022-04-03,2022-04-30,"4 wk ahead inc case","quantile",0.75,200282
"AT",2022-04-03,2022-04-30,"4 wk ahead inc case","quantile",0.8,220225
"AT",2022-04-03,2022-04-30,"4 wk ahead inc case","quantile",0.85,242155
"AT",2022-04-03,2022-04-30,"4 wk ahead inc case","quantile",0.9,266270
"AT",2022-04-03,2022-04-30,"4 wk ahead inc case","quantile",0.95,301378
"AT",2022-04-03,2022-04-30,"4 wk ahead inc case","quantile",0.975,341129
"AT",2022-04-03,2022-04-30,"4 wk ahead inc case","quantile",0.99,386140
"AT",2022-04-03,2022-04-09,"1 wk ahead inc death","point",NA,143
"AT",2022-04-03,2022-04-09,"1 wk ahead inc death","quantile",0.01,49
"AT",2022-04-03,2022-04-09,"1 wk ahead inc death","quantile",0.025,56
"AT",2022-04-03,2022-04-09,"1 wk ahead inc death","quantile",0.05,65
"AT",2022-04-03,2022-04-09,"1 wk ahead inc death","quantile",0.1,75
"AT",2022-04-03,2022-04-09,"1 wk ahead inc death","quantile",0.15,83
"AT",2022-04-03,2022-04-09,"1 wk ahead inc death","quantile",0.2,91
"AT",2022-04-03,2022-04-09,"1 wk ahead inc death","quantile",0.25,100
"AT",2022-04-03,2022-04-09,"1 wk ahead inc death","quantile",0.3,110
"AT",2022-04-03,2022-04-09,"1 wk ahead inc death","quantile",0.35,117
"AT",2022-04-03,2022-04-09,"1 wk ahead inc death","quantile",0.4,126
"AT",2022-04-03,2022-04-09,"1 wk ahead inc death","quantile",0.45,134
"AT",2022-04-03,2022-04-09,"1 wk ahead inc death","quantile",0.5,143
"AT",2022-04-03,2022-04-09,"1 wk ahead inc death","quantile",0.55,154
"AT",2022-04-03,2022-04-09,"1 wk ahead inc death","quantile",0.6,164
"AT",2022-04-03,2022-04-09,"1 wk ahead inc death","quantile",0.65,176
"AT",2022-04-03,2022-04-09,"1 wk ahead inc death","quantile",0.7,188
"AT",2022-04-03,2022-04-09,"1 wk ahead inc death","quantile",0.75,208
"AT",2022-04-03,2022-04-09,"1 wk ahead inc death","quantile",0.8,229
"AT",2022-04-03,2022-04-09,"1 wk ahead inc death","quantile",0.85,253
"AT",2022-04-03,2022-04-09,"1 wk ahead inc death","quantile",0.9,279
"AT",2022-04-03,2022-04-09,"1 wk ahead inc death","quantile",0.95,325
"AT",2022-04-03,2022-04-09,"1 wk ahead inc death","quantile",0.975,379
"AT",2022-04-03,2022-04-09,"1 wk ahead inc death","quantile",0.99,441
"AT",2022-04-03,2022-04-16,"2 wk ahead inc death","point",NA,128
"AT",2022-04-03,2022-04-16,"2 wk ahead inc death","quantile",0.01,32
"AT",2022-04-03,2022-04-16,"2 wk ahead inc death","quantile",0.025,38
"AT",2022-04-03,2022-04-16,"2 wk ahead inc death","quantile",0.05,46
"AT",2022-04-03,2022-04-16,"2 wk ahead inc death","quantile",0.1,55
"AT",2022-04-03,2022-04-16,"2 wk ahead inc death","quantile",0.15,62
"AT",2022-04-03,2022-04-16,"2 wk ahead inc death","quantile",0.2,70
"AT",2022-04-03,2022-04-16,"2 wk ahead inc death","quantile",0.25,79
"AT",2022-04-03,2022-04-16,"2 wk ahead inc death","quantile",0.3,89
"AT",2022-04-03,2022-04-16,"2 wk ahead inc death","quantile",0.35,98
"AT",2022-04-03,2022-04-16,"2 wk ahead inc death","quantile",0.4,107
"AT",2022-04-03,2022-04-16,"2 wk ahead inc death","quantile",0.45,117
"AT",2022-04-03,2022-04-16,"2 wk ahead inc death","quantile",0.5,128
"AT",2022-04-03,2022-04-16,"2 wk ahead inc death","quantile",0.55,140
"AT",2022-04-03,2022-04-16,"2 wk ahead inc death","quantile",0.6,153
"AT",2022-04-03,2022-04-16,"2 wk ahead inc death","quantile",0.65,168
"AT",2022-04-03,2022-04-16,"2 wk ahead inc death","quantile",0.7,184
"AT",2022-04-03,2022-04-16,"2 wk ahead inc death","quantile",0.75,206
"AT",2022-04-03,2022-04-16,"2 wk ahead inc death","quantile",0.8,232
"AT",2022-04-03,2022-04-16,"2 wk ahead inc death","quantile",0.85,260
