"location","forecast_date","target_end_date","target","type","quantile","value"
"AT",2022-04-10,2022-04-16,"1 wk ahead inc case","point",NA,86043
"AT",2022-04-10,2022-04-16,"1 wk ahead inc case","quantile",0.01,47702
"AT",2022-04-10,2022-04-16,"1 wk ahead inc case","quantile",0.025,51777
"AT",2022-04-10,2022-04-16,"1 wk ahead inc case","quantile",0.05,56233
"AT",2022-04-10,2022-04-16,"1 wk ahead inc case","quantile",0.1,61106
"AT",2022-04-10,2022-04-16,"1 wk ahead inc case","quantile",0.15,64139
"AT",2022-04-10,2022-04-16,"1 wk ahead inc case","quantile",0.2,67344
"AT",2022-04-10,2022-04-16,"1 wk ahead inc case","quantile",0.25,70731
"AT",2022-04-10,2022-04-16,"1 wk ahead inc case","quantile",0.3,74311
"AT",2022-04-10,2022-04-16,"1 wk ahead inc case","quantile",0.35,77051
"AT",2022-04-10,2022-04-16,"1 wk ahead inc case","quantile",0.4,79917
"AT",2022-04-10,2022-04-16,"1 wk ahead inc case","quantile",0.45,82914
"AT",2022-04-10,2022-04-16,"1 wk ahead inc case","quantile",0.5,86043
"AT",2022-04-10,2022-04-16,"1 wk ahead inc case","quantile",0.55,89330
"AT",2022-04-10,2022-04-16,"1 wk ahead inc case","quantile",0.6,92762
"AT",2022-04-10,2022-04-16,"1 wk ahead inc case","quantile",0.65,96353
"AT",2022-04-10,2022-04-16,"1 wk ahead inc case","quantile",0.7,100112
"AT",2022-04-10,2022-04-16,"1 wk ahead inc case","quantile",0.75,105468
"AT",2022-04-10,2022-04-16,"1 wk ahead inc case","quantile",0.8,111142
"AT",2022-04-10,2022-04-16,"1 wk ahead inc case","quantile",0.85,117153
"AT",2022-04-10,2022-04-16,"1 wk ahead inc case","quantile",0.9,123521
"AT",2022-04-10,2022-04-16,"1 wk ahead inc case","quantile",0.95,135166
"AT",2022-04-10,2022-04-16,"1 wk ahead inc case","quantile",0.975,147977
"AT",2022-04-10,2022-04-16,"1 wk ahead inc case","quantile",0.99,162074
"AT",2022-04-10,2022-04-23,"2 wk ahead inc case","point",NA,70290
"AT",2022-04-10,2022-04-23,"2 wk ahead inc case","quantile",0.01,26941
"AT",2022-04-10,2022-04-23,"2 wk ahead inc case","quantile",0.025,30487
"AT",2022-04-10,2022-04-23,"2 wk ahead inc case","quantile",0.05,34503
"AT",2022-04-10,2022-04-23,"2 wk ahead inc case","quantile",0.1,39053
"AT",2022-04-10,2022-04-23,"2 wk ahead inc case","quantile",0.15,42288
"AT",2022-04-10,2022-04-23,"2 wk ahead inc case","quantile",0.2,45794
"AT",2022-04-10,2022-04-23,"2 wk ahead inc case","quantile",0.25,49594
"AT",2022-04-10,2022-04-23,"2 wk ahead inc case","quantile",0.3,53713
"AT",2022-04-10,2022-04-23,"2 wk ahead inc case","quantile",0.35,57463
"AT",2022-04-10,2022-04-23,"2 wk ahead inc case","quantile",0.4,61479
"AT",2022-04-10,2022-04-23,"2 wk ahead inc case","quantile",0.45,65780
"AT",2022-04-10,2022-04-23,"2 wk ahead inc case","quantile",0.5,70290
