"location","forecast_date","target_end_date","target","type","quantile","value"
"AT",2022-04-24,2022-04-30,"1 wk ahead inc case","point",NA,49627
"AT",2022-04-24,2022-04-30,"1 wk ahead inc case","quantile",0.01,27100
"AT",2022-04-24,2022-04-30,"1 wk ahead inc case","quantile",0.025,29461
"AT",2022-04-24,2022-04-30,"1 wk ahead inc case","quantile",0.05,32048
"AT",2022-04-24,2022-04-30,"1 wk ahead inc case","quantile",0.1,34881
"AT",2022-04-24,2022-04-30,"1 wk ahead inc case","quantile",0.15,36658
"AT",2022-04-24,2022-04-30,"1 wk ahead inc case","quantile",0.2,38538
"AT",2022-04-24,2022-04-30,"1 wk ahead inc case","quantile",0.25,40527
"AT",2022-04-24,2022-04-30,"1 wk ahead inc case","quantile",0.3,42632
"AT",2022-04-24,2022-04-30,"1 wk ahead inc case","quantile",0.35,44265
"AT",2022-04-24,2022-04-30,"1 wk ahead inc case","quantile",0.4,45974
"AT",2022-04-24,2022-04-30,"1 wk ahead inc case","quantile",0.45,47763
"AT",2022-04-24,2022-04-30,"1 wk ahead inc case","quantile",0.5,49627
"AT",2022-04-24,2022-04-30,"1 wk ahead inc case","quantile",0.55,51601
"AT",2022-04-24,2022-04-30,"1 wk ahead inc case","quantile",0.6,53657
"AT",2022-04-24,2022-04-30,"1 wk ahead inc case","quantile",0.65,55811
"AT",2022-04-24,2022-04-30,"1 wk ahead inc case","quantile",0.7,58068
"AT",2022-04-24,2022-04-30,"1 wk ahead inc case","quantile",0.75,61267
"AT",2022-04-24,2022-04-30,"1 wk ahead inc case","quantile",0.8,64660
"AT",2022-04-24,2022-04-30,"1 wk ahead inc case","quantile",0.85,68260
"AT",2022-04-24,2022-04-30,"1 wk ahead inc case","quantile",0.9,72080
"AT",2022-04-24,2022-04-30,"1 wk ahead inc case","quantile",0.95,79046
"AT",2022-04-24,2022-04-30,"1 wk ahead inc case","quantile",0.975,86726
"AT",2022-04-24,2022-04-30,"1 wk ahead inc case","quantile",0.99,95195
"AT",2022-04-24,2022-05-07,"2 wk ahead inc case","point",NA,45047
"AT",2022-04-24,2022-05-07,"2 wk ahead inc case","quantile",0.01,16705
"AT",2022-04-24,2022-05-07,"2 wk ahead inc case","quantile",0.025,18964
"AT",2022-04-24,2022-05-07,"2 wk ahead inc case","quantile",0.05,21531
"AT",2022-04-24,2022-05-07,"2 wk ahead inc case","quantile",0.1,24449
"AT",2022-04-24,2022-05-07,"2 wk ahead inc case","quantile",0.15,26546
"AT",2022-04-24,2022-05-07,"2 wk ahead inc case","quantile",0.2,28826
"AT",2022-04-24,2022-05-07,"2 wk ahead inc case","quantile",0.25,31303
"AT",2022-04-24,2022-05-07,"2 wk ahead inc case","quantile",0.3,33996
