location,forecast_date,target_end_date,target,type,quantile,value
BE,2022-05-15,2022-05-21,1 wk ahead inc case,point,NA,19952
BE,2022-05-15,2022-05-21,1 wk ahead inc case,quantile,0.01,10894
BE,2022-05-15,2022-05-21,1 wk ahead inc case,quantile,0.025,11842
BE,2022-05-15,2022-05-21,1 wk ahead inc case,quantile,0.05,12881
BE,2022-05-15,2022-05-21,1 wk ahead inc case,quantile,0.1,14020
BE,2022-05-15,2022-05-21,1 wk ahead inc case,quantile,0.15,14734
BE,2022-05-15,2022-05-21,1 wk ahead inc case,quantile,0.2,15490
BE,2022-05-15,2022-05-21,1 wk ahead inc case,quantile,0.25,16290
BE,2022-05-15,2022-05-21,1 wk ahead inc case,quantile,0.3,17136
BE,2022-05-15,2022-05-21,1 wk ahead inc case,quantile,0.35,17794
BE,2022-05-15,2022-05-21,1 wk ahead inc case,quantile,0.4,18482
BE,2022-05-15,2022-05-21,1 wk ahead inc case,quantile,0.45,19203
BE,2022-05-15,2022-05-21,1 wk ahead inc case,quantile,0.5,19952
BE,2022-05-15,2022-05-21,1 wk ahead inc case,quantile,0.55,20749
BE,2022-05-15,2022-05-21,1 wk ahead inc case,quantile,0.6,21578
BE,2022-05-15,2022-05-21,1 wk ahead inc case,quantile,0.65,22447
BE,2022-05-15,2022-05-21,1 wk ahead inc case,quantile,0.7,23358
BE,2022-05-15,2022-05-21,1 wk ahead inc case,quantile,0.75,24649
BE,2022-05-15,2022-05-21,1 wk ahead inc case,quantile,0.8,26019
BE,2022-05-15,2022-05-21,1 wk ahead inc case,quantile,0.85,27473
BE,2022-05-15,2022-05-21,1 wk ahead inc case,quantile,0.9,29016
BE,2022-05-15,2022-05-21,1 wk ahead inc case,quantile,0.95,31832
BE,2022-05-15,2022-05-21,1 wk ahead inc case,quantile,0.975,34938
BE,2022-05-15,2022-05-21,1 wk ahead inc case,quantile,0.99,38365
BE,2022-05-15,2022-05-28,2 wk ahead inc case,point,NA,16711
BE,2022-05-15,2022-05-28,2 wk ahead inc case,quantile,0.01,6161
BE,2022-05-15,2022-05-28,2 wk ahead inc case,quantile,0.025,6996
BE,2022-05-15,2022-05-28,2 wk ahead inc case,quantile,0.05,7946
BE,2022-05-15,2022-05-28,2 wk ahead inc case,quantile,0.1,9026
BE,2022-05-15,2022-05-28,2 wk ahead inc case,quantile,0.15,9805
BE,2022-05-15,2022-05-28,2 wk ahead inc case,quantile,0.2,10651
BE,2022-05-15,2022-05-28,2 wk ahead inc case,quantile,0.25,11572
BE,2022-05-15,2022-05-28,2 wk ahead inc case,quantile,0.3,12574
BE,2022-05-15,2022-05-28,2 wk ahead inc case,quantile,0.35,13509
BE,2022-05-15,2022-05-28,2 wk ahead inc case,quantile,0.4,14514
BE,2022-05-15,2022-05-28,2 wk ahead inc case,quantile,0.45,15596
BE,2022-05-15,2022-05-28,2 wk ahead inc case,quantile,0.5,16711
BE,2022-05-15,2022-05-28,2 wk ahead inc case,quantile,0.55,18012
BE,2022-05-15,2022-05-28,2 wk ahead inc case,quantile,0.6,19360
BE,2022-05-15,2022-05-28,2 wk ahead inc case,quantile,0.65,20810
BE,2022-05-15,2022-05-28,2 wk ahead inc case,quantile,0.7,22370
BE,2022-05-15,2022-05-28,2 wk ahead inc case,quantile,0.75,24431
BE,2022-05-15,2022-05-28,2 wk ahead inc case,quantile,0.8,26684
BE,2022-05-15,2022-05-28,2 wk ahead inc case,quantile,0.85,29147
BE,2022-05-15,2022-05-28,2 wk ahead inc case,quantile,0.9,31840
BE,2022-05-15,2022-05-28,2 wk ahead inc case,quantile,0.95,36588
BE,2022-05-15,2022-05-28,2 wk ahead inc case,quantile,0.975,42052
BE,2022-05-15,2022-05-28,2 wk ahead inc case,quantile,0.99,48339
BE,2022-05-15,2022-06-04,3 wk ahead inc case,point,NA,14436
BE,2022-05-15,2022-06-04,3 wk ahead inc case,quantile,0.01,3678
BE,2022-05-15,2022-06-04,3 wk ahead inc case,quantile,0.025,4348
BE,2022-05-15,2022-06-04,3 wk ahead inc case,quantile,0.05,5140
BE,2022-05-15,2022-06-04,3 wk ahead inc case,quantile,0.1,6078
BE,2022-05-15,2022-06-04,3 wk ahead inc case,quantile,0.15,6809
BE,2022-05-15,2022-06-04,3 wk ahead inc case,quantile,0.2,7629
BE,2022-05-15,2022-06-04,3 wk ahead inc case,quantile,0.25,8548
BE,2022-05-15,2022-06-04,3 wk ahead inc case,quantile,0.3,9578
BE,2022-05-15,2022-06-04,3 wk ahead inc case,quantile,0.35,10622
BE,2022-05-15,2022-06-04,3 wk ahead inc case,quantile,0.4,11781
BE,2022-05-15,2022-06-04,3 wk ahead inc case,quantile,0.45,13068
BE,2022-05-15,2022-06-04,3 wk ahead inc case,quantile,0.5,14436
BE,2022-05-15,2022-06-04,3 wk ahead inc case,quantile,0.55,16082
BE,2022-05-15,2022-06-04,3 wk ahead inc case,quantile,0.6,17842
BE,2022-05-15,2022-06-04,3 wk ahead inc case,quantile,0.65,19796
BE,2022-05-15,2022-06-04,3 wk ahead inc case,quantile,0.7,21967
BE,2022-05-15,2022-06-04,3 wk ahead inc case,quantile,0.75,24784
BE,2022-05-15,2022-06-04,3 wk ahead inc case,quantile,0.8,27964
BE,2022-05-15,2022-06-04,3 wk ahead inc case,quantile,0.85,31555
BE,2022-05-15,2022-06-04,3 wk ahead inc case,quantile,0.9,35611
BE,2022-05-15,2022-06-04,3 wk ahead inc case,quantile,0.95,42757
BE,2022-05-15,2022-06-04,3 wk ahead inc case,quantile,0.975,51344
BE,2022-05-15,2022-06-04,3 wk ahead inc case,quantile,0.99,61665
BE,2022-05-15,2022-06-11,4 wk ahead inc case,point,NA,12758
BE,2022-05-15,2022-06-11,4 wk ahead inc case,quantile,0.01,2258
BE,2022-05-15,2022-06-11,4 wk ahead inc case,quantile,0.025,2777
BE,2022-05-15,2022-06-11,4 wk ahead inc case,quantile,0.05,3416
BE,2022-05-15,2022-06-11,4 wk ahead inc case,quantile,0.1,4203
BE,2022-05-15,2022-06-11,4 wk ahead inc case,quantile,0.15,4854
BE,2022-05-15,2022-06-11,4 wk ahead inc case,quantile,0.2,5606
BE,2022-05-15,2022-06-11,4 wk ahead inc case,quantile,0.25,6475
BE,2022-05-15,2022-06-11,4 wk ahead inc case,quantile,0.3,7479
BE,2022-05-15,2022-06-11,4 wk ahead inc case,quantile,0.35,8557
BE,2022-05-15,2022-06-11,4 wk ahead inc case,quantile,0.4,9791
BE,2022-05-15,2022-06-11,4 wk ahead inc case,quantile,0.45,11204
BE,2022-05-15,2022-06-11,4 wk ahead inc case,quantile,0.5,12758
BE,2022-05-15,2022-06-11,4 wk ahead inc case,quantile,0.55,14674
BE,2022-05-15,2022-06-11,4 wk ahead inc case,quantile,0.6,16796
BE,2022-05-15,2022-06-11,4 wk ahead inc case,quantile,0.65,19225
BE,2022-05-15,2022-06-11,4 wk ahead inc case,quantile,0.7,22008
BE,2022-05-15,2022-06-11,4 wk ahead inc case,quantile,0.75,25626
BE,2022-05-15,2022-06-11,4 wk ahead inc case,quantile,0.8,29841
BE,2022-05-15,2022-06-11,4 wk ahead inc case,quantile,0.85,34752
BE,2022-05-15,2022-06-11,4 wk ahead inc case,quantile,0.9,40475
BE,2022-05-15,2022-06-11,4 wk ahead inc case,quantile,0.95,50664
