"location","forecast_date","target_end_date","target","type","quantile","value"
"AT",2022-05-08,2022-05-14,"1 wk ahead inc case","point",NA,38510
"AT",2022-05-08,2022-05-14,"1 wk ahead inc case","quantile",0.01,20840
"AT",2022-05-08,2022-05-14,"1 wk ahead inc case","quantile",0.025,22679
"AT",2022-05-08,2022-05-14,"1 wk ahead inc case","quantile",0.05,24695
"AT",2022-05-08,2022-05-14,"1 wk ahead inc case","quantile",0.1,26905
"AT",2022-05-08,2022-05-14,"1 wk ahead inc case","quantile",0.15,28298
"AT",2022-05-08,2022-05-14,"1 wk ahead inc case","quantile",0.2,29772
"AT",2022-05-08,2022-05-14,"1 wk ahead inc case","quantile",0.25,31332
"AT",2022-05-08,2022-05-14,"1 wk ahead inc case","quantile",0.3,32984
"AT",2022-05-08,2022-05-14,"1 wk ahead inc case","quantile",0.35,34273
"AT",2022-05-08,2022-05-14,"1 wk ahead inc case","quantile",0.4,35623
"AT",2022-05-08,2022-05-14,"1 wk ahead inc case","quantile",0.45,37038
"AT",2022-05-08,2022-05-14,"1 wk ahead inc case","quantile",0.5,38510
"AT",2022-05-08,2022-05-14,"1 wk ahead inc case","quantile",0.55,40073
"AT",2022-05-08,2022-05-14,"1 wk ahead inc case","quantile",0.6,41701
"AT",2022-05-08,2022-05-14,"1 wk ahead inc case","quantile",0.65,43406
"AT",2022-05-08,2022-05-14,"1 wk ahead inc case","quantile",0.7,45194
"AT",2022-05-08,2022-05-14,"1 wk ahead inc case","quantile",0.75,47719
"AT",2022-05-08,2022-05-14,"1 wk ahead inc case","quantile",0.8,50399
"AT",2022-05-08,2022-05-14,"1 wk ahead inc case","quantile",0.85,53244
"AT",2022-05-08,2022-05-14,"1 wk ahead inc case","quantile",0.9,56264
"AT",2022-05-08,2022-05-14,"1 wk ahead inc case","quantile",0.95,61761
"AT",2022-05-08,2022-05-14,"1 wk ahead inc case","quantile",0.975,67827
"AT",2022-05-08,2022-05-14,"1 wk ahead inc case","quantile",0.99,74521
"AT",2022-05-08,2022-05-21,"2 wk ahead inc case","point",NA,39381
"AT",2022-05-08,2022-05-21,"2 wk ahead inc case","quantile",0.01,14405
"AT",2022-05-08,2022-05-21,"2 wk ahead inc case","quantile",0.025,16378
"AT",2022-05-08,2022-05-21,"2 wk ahead inc case","quantile",0.05,18622
"AT",2022-05-08,2022-05-21,"2 wk ahead inc case","quantile",0.1,21178
"AT",2022-05-08,2022-05-21,"2 wk ahead inc case","quantile",0.15,23021
"AT",2022-05-08,2022-05-21,"2 wk ahead inc case","quantile",0.2,25026
"AT",2022-05-08,2022-05-21,"2 wk ahead inc case","quantile",0.25,27208
"AT",2022-05-08,2022-05-21,"2 wk ahead inc case","quantile",0.3,29583
"AT",2022-05-08,2022-05-21,"2 wk ahead inc case","quantile",0.35,31789
"AT",2022-05-08,2022-05-21,"2 wk ahead inc case","quantile",0.4,34163
"AT",2022-05-08,2022-05-21,"2 wk ahead inc case","quantile",0.45,36718
"AT",2022-05-08,2022-05-21,"2 wk ahead inc case","quantile",0.5,39381
"AT",2022-05-08,2022-05-21,"2 wk ahead inc case","quantile",0.55,42424
"AT",2022-05-08,2022-05-21,"2 wk ahead inc case","quantile",0.6,45607
"AT",2022-05-08,2022-05-21,"2 wk ahead inc case","quantile",0.65,49033
"AT",2022-05-08,2022-05-21,"2 wk ahead inc case","quantile",0.7,52721
"AT",2022-05-08,2022-05-21,"2 wk ahead inc case","quantile",0.75,57549
"AT",2022-05-08,2022-05-21,"2 wk ahead inc case","quantile",0.8,62825
"AT",2022-05-08,2022-05-21,"2 wk ahead inc case","quantile",0.85,68589
"AT",2022-05-08,2022-05-21,"2 wk ahead inc case","quantile",0.9,74889
"AT",2022-05-08,2022-05-21,"2 wk ahead inc case","quantile",0.95,85920
"AT",2022-05-08,2022-05-21,"2 wk ahead inc case","quantile",0.975,98590
"AT",2022-05-08,2022-05-21,"2 wk ahead inc case","quantile",0.99,113143
"AT",2022-05-08,2022-05-28,"3 wk ahead inc case","point",NA,41857
"AT",2022-05-08,2022-05-28,"3 wk ahead inc case","quantile",0.01,10679
"AT",2022-05-08,2022-05-28,"3 wk ahead inc case","quantile",0.025,12637
"AT",2022-05-08,2022-05-28,"3 wk ahead inc case","quantile",0.05,14956
"AT",2022-05-08,2022-05-28,"3 wk ahead inc case","quantile",0.1,17702
"AT",2022-05-08,2022-05-28,"3 wk ahead inc case","quantile",0.15,19831
"AT",2022-05-08,2022-05-28,"3 wk ahead inc case","quantile",0.2,22217
"AT",2022-05-08,2022-05-28,"3 wk ahead inc case","quantile",0.25,24893
"AT",2022-05-08,2022-05-28,"3 wk ahead inc case","quantile",0.3,27893
"AT",2022-05-08,2022-05-28,"3 wk ahead inc case","quantile",0.35,30878
"AT",2022-05-08,2022-05-28,"3 wk ahead inc case","quantile",0.4,34185
"AT",2022-05-08,2022-05-28,"3 wk ahead inc case","quantile",0.45,37848
"AT",2022-05-08,2022-05-28,"3 wk ahead inc case","quantile",0.5,41857
"AT",2022-05-08,2022-05-28,"3 wk ahead inc case","quantile",0.55,46404
"AT",2022-05-08,2022-05-28,"3 wk ahead inc case","quantile",0.6,51387
"AT",2022-05-08,2022-05-28,"3 wk ahead inc case","quantile",0.65,56908
"AT",2022-05-08,2022-05-28,"3 wk ahead inc case","quantile",0.7,63027
"AT",2022-05-08,2022-05-28,"3 wk ahead inc case","quantile",0.75,70772
"AT",2022-05-08,2022-05-28,"3 wk ahead inc case","quantile",0.8,79473
"AT",2022-05-08,2022-05-28,"3 wk ahead inc case","quantile",0.85,89248
"AT",2022-05-08,2022-05-28,"3 wk ahead inc case","quantile",0.9,100232
"AT",2022-05-08,2022-05-28,"3 wk ahead inc case","quantile",0.95,119095
"AT",2022-05-08,2022-05-28,"3 wk ahead inc case","quantile",0.975,141517
"AT",2022-05-08,2022-05-28,"3 wk ahead inc case","quantile",0.99,168173
"AT",2022-05-08,2022-06-04,"4 wk ahead inc case","point",NA,45744
"AT",2022-05-08,2022-06-04,"4 wk ahead inc case","quantile",0.01,8304
"AT",2022-05-08,2022-06-04,"4 wk ahead inc case","quantile",0.025,10213
"AT",2022-05-08,2022-06-04,"4 wk ahead inc case","quantile",0.05,12564
"AT",2022-05-08,2022-06-04,"4 wk ahead inc case","quantile",0.1,15458
"AT",2022-05-08,2022-06-04,"4 wk ahead inc case","quantile",0.15,17819
"AT",2022-05-08,2022-06-04,"4 wk ahead inc case","quantile",0.2,20543
"AT",2022-05-08,2022-06-04,"4 wk ahead inc case","quantile",0.25,23684
"AT",2022-05-08,2022-06-04,"4 wk ahead inc case","quantile",0.3,27308
"AT",2022-05-08,2022-06-04,"4 wk ahead inc case","quantile",0.35,31041
"AT",2022-05-08,2022-06-04,"4 wk ahead inc case","quantile",0.4,35287
"AT",2022-05-08,2022-06-04,"4 wk ahead inc case","quantile",0.45,40114
"AT",2022-05-08,2022-06-04,"4 wk ahead inc case","quantile",0.5,45744
"AT",2022-05-08,2022-06-04,"4 wk ahead inc case","quantile",0.55,51849
"AT",2022-05-08,2022-06-04,"4 wk ahead inc case","quantile",0.6,58952
"AT",2022-05-08,2022-06-04,"4 wk ahead inc case","quantile",0.65,67031
"AT",2022-05-08,2022-06-04,"4 wk ahead inc case","quantile",0.7,76220
"AT",2022-05-08,2022-06-04,"4 wk ahead inc case","quantile",0.75,87451
"AT",2022-05-08,2022-06-04,"4 wk ahead inc case","quantile",0.8,100340
"AT",2022-05-08,2022-06-04,"4 wk ahead inc case","quantile",0.85,115130
"AT",2022-05-08,2022-06-04,"4 wk ahead inc case","quantile",0.9,132104
"AT",2022-05-08,2022-06-04,"4 wk ahead inc case","quantile",0.95,160205
"AT",2022-05-08,2022-06-04,"4 wk ahead inc case","quantile",0.975,194286
"AT",2022-05-08,2022-06-04,"4 wk ahead inc case","quantile",0.99,235620
"AT",2022-05-08,2022-05-14,"1 wk ahead inc death","point",NA,43
"AT",2022-05-08,2022-05-14,"1 wk ahead inc death","quantile",0.01,13
"AT",2022-05-08,2022-05-14,"1 wk ahead inc death","quantile",0.025,16
"AT",2022-05-08,2022-05-14,"1 wk ahead inc death","quantile",0.05,18
"AT",2022-05-08,2022-05-14,"1 wk ahead inc death","quantile",0.1,21
"AT",2022-05-08,2022-05-14,"1 wk ahead inc death","quantile",0.15,23
"AT",2022-05-08,2022-05-14,"1 wk ahead inc death","quantile",0.2,26
"AT",2022-05-08,2022-05-14,"1 wk ahead inc death","quantile",0.25,29
"AT",2022-05-08,2022-05-14,"1 wk ahead inc death","quantile",0.3,32
"AT",2022-05-08,2022-05-14,"1 wk ahead inc death","quantile",0.35,35
"AT",2022-05-08,2022-05-14,"1 wk ahead inc death","quantile",0.4,37
"AT",2022-05-08,2022-05-14,"1 wk ahead inc death","quantile",0.45,40
