scenario_id,model,location,forecast_date,timezero,target,target_end_date,type,quantile,value
forecast,LANL-GrowthRate,AT,2021-02-07,2021-02-08,0 wk ahead inc case,2021-02-06,observed,,9314.0
forecast,LANL-GrowthRate,AT,2021-02-07,2021-02-08,0 wk ahead inc death,2021-02-06,observed,,291.0
forecast,LANL-GrowthRate,BE,2021-02-07,2021-02-08,0 wk ahead inc case,2021-02-06,observed,,16033.0
forecast,LANL-GrowthRate,BE,2021-02-07,2021-02-08,0 wk ahead inc death,2021-02-06,observed,,286.0
forecast,LANL-GrowthRate,BG,2021-02-07,2021-02-08,0 wk ahead inc case,2021-02-06,observed,,4934.0
forecast,LANL-GrowthRate,BG,2021-02-07,2021-02-08,0 wk ahead inc death,2021-02-06,observed,,283.0
forecast,LANL-GrowthRate,CH,2021-02-07,2021-02-08,0 wk ahead inc case,2021-02-06,observed,,10553.0
forecast,LANL-GrowthRate,CH,2021-02-07,2021-02-08,0 wk ahead inc death,2021-02-06,observed,,236.0
forecast,LANL-GrowthRate,CY,2021-02-07,2021-02-08,0 wk ahead inc case,2021-02-06,observed,,874.0
forecast,LANL-GrowthRate,CY,2021-02-07,2021-02-08,0 wk ahead inc death,2021-02-06,observed,,14.0
forecast,LANL-GrowthRate,CZ,2021-02-07,2021-02-08,0 wk ahead inc case,2021-02-06,observed,,49398.0
forecast,LANL-GrowthRate,CZ,2021-02-07,2021-02-08,0 wk ahead inc death,2021-02-06,observed,,918.0
forecast,LANL-GrowthRate,DE,2021-02-07,2021-02-08,0 wk ahead inc case,2021-02-06,observed,,60092.0
forecast,LANL-GrowthRate,DE,2021-02-07,2021-02-08,0 wk ahead inc death,2021-02-06,observed,,4446.0
forecast,LANL-GrowthRate,DK,2021-02-07,2021-02-08,0 wk ahead inc case,2021-02-06,observed,,3091.0
forecast,LANL-GrowthRate,DK,2021-02-07,2021-02-08,0 wk ahead inc death,2021-02-06,observed,,109.0
forecast,LANL-GrowthRate,EE,2021-02-07,2021-02-08,0 wk ahead inc case,2021-02-06,observed,,3765.0
forecast,LANL-GrowthRate,EE,2021-02-07,2021-02-08,0 wk ahead inc death,2021-02-06,observed,,45.0
forecast,LANL-GrowthRate,ES,2021-02-07,2021-02-08,0 wk ahead inc case,2021-02-06,observed,,198871.0
forecast,LANL-GrowthRate,ES,2021-02-07,2021-02-08,0 wk ahead inc death,2021-02-06,observed,,3067.0
forecast,LANL-GrowthRate,FI,2021-02-07,2021-02-08,0 wk ahead inc case,2021-02-06,observed,,2391.0
forecast,LANL-GrowthRate,FI,2021-02-07,2021-02-08,0 wk ahead inc death,2021-02-06,observed,,17.0
forecast,LANL-GrowthRate,FR,2021-02-07,2021-02-08,0 wk ahead inc case,2021-02-06,observed,,135999.0
forecast,LANL-GrowthRate,FR,2021-02-07,2021-02-08,0 wk ahead inc death,2021-02-06,observed,,2923.0
forecast,LANL-GrowthRate,GB,2021-02-07,2021-02-08,0 wk ahead inc case,2021-02-06,observed,,133747.0
forecast,LANL-GrowthRate,GB,2021-02-07,2021-02-08,0 wk ahead inc death,2021-02-06,observed,,6521.0
forecast,LANL-GrowthRate,GR,2021-02-07,2021-02-08,0 wk ahead inc case,2021-02-06,observed,,6740.0
forecast,LANL-GrowthRate,GR,2021-02-07,2021-02-08,0 wk ahead inc death,2021-02-06,observed,,172.0
forecast,LANL-GrowthRate,HR,2021-02-07,2021-02-08,0 wk ahead inc case,2021-02-06,observed,,3036.0
forecast,LANL-GrowthRate,HR,2021-02-07,2021-02-08,0 wk ahead inc death,2021-02-06,observed,,146.0
forecast,LANL-GrowthRate,HU,2021-02-07,2021-02-08,0 wk ahead inc case,2021-02-06,observed,,8846.0
forecast,LANL-GrowthRate,HU,2021-02-07,2021-02-08,0 wk ahead inc death,2021-02-06,observed,,563.0
forecast,LANL-GrowthRate,IE,2021-02-07,2021-02-08,0 wk ahead inc case,2021-02-06,observed,,7245.0
forecast,LANL-GrowthRate,IE,2021-02-07,2021-02-08,0 wk ahead inc death,2021-02-06,observed,,382.0
forecast,LANL-GrowthRate,IS,2021-02-07,2021-02-08,0 wk ahead inc case,2021-02-06,observed,,19.0
forecast,LANL-GrowthRate,IS,2021-02-07,2021-02-08,0 wk ahead inc death,2021-02-06,observed,,0.0
forecast,LANL-GrowthRate,IT,2021-02-07,2021-02-08,0 wk ahead inc case,2021-02-06,observed,,83315.0
forecast,LANL-GrowthRate,IT,2021-02-07,2021-02-08,0 wk ahead inc death,2021-02-06,observed,,2724.0
forecast,LANL-GrowthRate,LI,2021-02-07,2021-02-08,0 wk ahead inc case,2021-02-06,observed,,25.0
forecast,LANL-GrowthRate,LI,2021-02-07,2021-02-08,0 wk ahead inc death,2021-02-06,observed,,0.0
forecast,LANL-GrowthRate,LT,2021-02-07,2021-02-08,0 wk ahead inc case,2021-02-06,observed,,4538.0
forecast,LANL-GrowthRate,LT,2021-02-07,2021-02-08,0 wk ahead inc death,2021-02-06,observed,,136.0
forecast,LANL-GrowthRate,LU,2021-02-07,2021-02-08,0 wk ahead inc case,2021-02-06,observed,,1124.0
forecast,LANL-GrowthRate,LU,2021-02-07,2021-02-08,0 wk ahead inc death,2021-02-06,observed,,13.0
forecast,LANL-GrowthRate,LV,2021-02-07,2021-02-08,0 wk ahead inc case,2021-02-06,observed,,5612.0
forecast,LANL-GrowthRate,LV,2021-02-07,2021-02-08,0 wk ahead inc death,2021-02-06,observed,,147.0
forecast,LANL-GrowthRate,MT,2021-02-07,2021-02-08,0 wk ahead inc case,2021-02-06,observed,,855.0
forecast,LANL-GrowthRate,MT,2021-02-07,2021-02-08,0 wk ahead inc death,2021-02-06,observed,,14.0
forecast,LANL-GrowthRate,NL,2021-02-07,2021-02-08,0 wk ahead inc case,2021-02-06,observed,,27051.0
forecast,LANL-GrowthRate,NL,2021-02-07,2021-02-08,0 wk ahead inc death,2021-02-06,observed,,396.0
forecast,LANL-GrowthRate,NO,2021-02-07,2021-02-08,0 wk ahead inc case,2021-02-06,observed,,1860.0
forecast,LANL-GrowthRate,NO,2021-02-07,2021-02-08,0 wk ahead inc death,2021-02-06,observed,,18.0
forecast,LANL-GrowthRate,PL,2021-02-07,2021-02-08,0 wk ahead inc case,2021-02-06,observed,,36856.0
forecast,LANL-GrowthRate,PL,2021-02-07,2021-02-08,0 wk ahead inc death,2021-02-06,observed,,1912.0
forecast,LANL-GrowthRate,PT,2021-02-07,2021-02-08,0 wk ahead inc case,2021-02-06,observed,,50888.0
forecast,LANL-GrowthRate,PT,2021-02-07,2021-02-08,0 wk ahead inc death,2021-02-06,observed,,1775.0
forecast,LANL-GrowthRate,RO,2021-02-07,2021-02-08,0 wk ahead inc case,2021-02-06,observed,,16425.0
forecast,LANL-GrowthRate,RO,2021-02-07,2021-02-08,0 wk ahead inc death,2021-02-06,observed,,545.0
forecast,LANL-GrowthRate,SE,2021-02-07,2021-02-08,0 wk ahead inc case,2021-02-06,observed,,21105.0
forecast,LANL-GrowthRate,SE,2021-02-07,2021-02-08,0 wk ahead inc death,2021-02-06,observed,,524.0
forecast,LANL-GrowthRate,SI,2021-02-07,2021-02-08,0 wk ahead inc case,2021-02-06,observed,,7314.0
forecast,LANL-GrowthRate,SI,2021-02-07,2021-02-08,0 wk ahead inc death,2021-02-06,observed,,122.0
forecast,LANL-GrowthRate,SK,2021-02-07,2021-02-08,0 wk ahead inc case,2021-02-06,observed,,13584.0
forecast,LANL-GrowthRate,SK,2021-02-07,2021-02-08,0 wk ahead inc death,2021-02-06,observed,,570.0
forecast,LANL-GrowthRate,AT,2021-02-14,2021-02-15,0 wk ahead inc case,2021-02-13,observed,,9781.0
forecast,LANL-GrowthRate,AT,2021-02-14,2021-02-15,0 wk ahead inc death,2021-02-13,observed,,201.0
forecast,LANL-GrowthRate,AT,2021-02-07,2021-02-08,1 wk ahead inc case,2021-02-13,point,,8197.5
forecast,LANL-GrowthRate,AT,2021-02-07,2021-02-08,1 wk ahead inc case,2021-02-13,quantile,0.025,5324.95
forecast,LANL-GrowthRate,AT,2021-02-07,2021-02-08,1 wk ahead inc case,2021-02-13,quantile,0.25,7098.0
forecast,LANL-GrowthRate,AT,2021-02-07,2021-02-08,1 wk ahead inc case,2021-02-13,quantile,0.75,9497.5
forecast,LANL-GrowthRate,AT,2021-02-07,2021-02-08,1 wk ahead inc case,2021-02-13,quantile,0.975,12207.15
forecast,LANL-GrowthRate,AT,2021-02-07,2021-02-08,1 wk ahead inc death,2021-02-13,point,,252.0
forecast,LANL-GrowthRate,AT,2021-02-07,2021-02-08,1 wk ahead inc death,2021-02-13,quantile,0.025,146.975
forecast,LANL-GrowthRate,AT,2021-02-07,2021-02-08,1 wk ahead inc death,2021-02-13,quantile,0.25,234.0
forecast,LANL-GrowthRate,AT,2021-02-07,2021-02-08,1 wk ahead inc death,2021-02-13,quantile,0.75,264.0
forecast,LANL-GrowthRate,AT,2021-02-07,2021-02-08,1 wk ahead inc death,2021-02-13,quantile,0.975,294.0
forecast,LANL-GrowthRate,BE,2021-02-14,2021-02-15,0 wk ahead inc case,2021-02-13,observed,,13245.0
forecast,LANL-GrowthRate,BE,2021-02-14,2021-02-15,0 wk ahead inc death,2021-02-13,observed,,282.0
forecast,LANL-GrowthRate,BE,2021-02-07,2021-02-08,1 wk ahead inc case,2021-02-13,point,,13289.5
forecast,LANL-GrowthRate,BE,2021-02-07,2021-02-08,1 wk ahead inc case,2021-02-13,quantile,0.025,7339.7
forecast,LANL-GrowthRate,BE,2021-02-07,2021-02-08,1 wk ahead inc case,2021-02-13,quantile,0.25,10894.5
forecast,LANL-GrowthRate,BE,2021-02-07,2021-02-08,1 wk ahead inc case,2021-02-13,quantile,0.75,15974.25
forecast,LANL-GrowthRate,BE,2021-02-07,2021-02-08,1 wk ahead inc case,2021-02-13,quantile,0.975,22040.95
forecast,LANL-GrowthRate,BE,2021-02-07,2021-02-08,1 wk ahead inc death,2021-02-13,point,,269.0
forecast,LANL-GrowthRate,BE,2021-02-07,2021-02-08,1 wk ahead inc death,2021-02-13,quantile,0.025,214.0
forecast,LANL-GrowthRate,BE,2021-02-07,2021-02-08,1 wk ahead inc death,2021-02-13,quantile,0.25,250.0
forecast,LANL-GrowthRate,BE,2021-02-07,2021-02-08,1 wk ahead inc death,2021-02-13,quantile,0.75,291.0
forecast,LANL-GrowthRate,BE,2021-02-07,2021-02-08,1 wk ahead inc death,2021-02-13,quantile,0.975,344.025
forecast,LANL-GrowthRate,BG,2021-02-14,2021-02-15,0 wk ahead inc case,2021-02-13,observed,,5964.0
forecast,LANL-GrowthRate,BG,2021-02-14,2021-02-15,0 wk ahead inc death,2021-02-13,observed,,297.0
forecast,LANL-GrowthRate,BG,2021-02-07,2021-02-08,1 wk ahead inc case,2021-02-13,point,,5572.0
forecast,LANL-GrowthRate,BG,2021-02-07,2021-02-08,1 wk ahead inc case,2021-02-13,quantile,0.025,2051.775
forecast,LANL-GrowthRate,BG,2021-02-07,2021-02-08,1 wk ahead inc case,2021-02-13,quantile,0.25,4038.5
forecast,LANL-GrowthRate,BG,2021-02-07,2021-02-08,1 wk ahead inc case,2021-02-13,quantile,0.75,7410.5
forecast,LANL-GrowthRate,BG,2021-02-07,2021-02-08,1 wk ahead inc case,2021-02-13,quantile,0.975,12090.025
forecast,LANL-GrowthRate,BG,2021-02-07,2021-02-08,1 wk ahead inc death,2021-02-13,point,,268.0
forecast,LANL-GrowthRate,BG,2021-02-07,2021-02-08,1 wk ahead inc death,2021-02-13,quantile,0.025,198.975
forecast,LANL-GrowthRate,BG,2021-02-07,2021-02-08,1 wk ahead inc death,2021-02-13,quantile,0.25,248.0
forecast,LANL-GrowthRate,BG,2021-02-07,2021-02-08,1 wk ahead inc death,2021-02-13,quantile,0.75,290.0
forecast,LANL-GrowthRate,BG,2021-02-07,2021-02-08,1 wk ahead inc death,2021-02-13,quantile,0.975,340.0
forecast,LANL-GrowthRate,CH,2021-02-14,2021-02-15,0 wk ahead inc case,2021-02-13,observed,,8854.0
forecast,LANL-GrowthRate,CH,2021-02-14,2021-02-15,0 wk ahead inc death,2021-02-13,observed,,149.0
forecast,LANL-GrowthRate,CH,2021-02-07,2021-02-08,1 wk ahead inc case,2021-02-13,point,,7681.0
forecast,LANL-GrowthRate,CH,2021-02-07,2021-02-08,1 wk ahead inc case,2021-02-13,quantile,0.025,2271.875
forecast,LANL-GrowthRate,CH,2021-02-07,2021-02-08,1 wk ahead inc case,2021-02-13,quantile,0.25,5377.5
forecast,LANL-GrowthRate,CH,2021-02-07,2021-02-08,1 wk ahead inc case,2021-02-13,quantile,0.75,10677.75
forecast,LANL-GrowthRate,CH,2021-02-07,2021-02-08,1 wk ahead inc case,2021-02-13,quantile,0.975,18895.3
forecast,LANL-GrowthRate,CH,2021-02-07,2021-02-08,1 wk ahead inc death,2021-02-13,point,,197.0
forecast,LANL-GrowthRate,CH,2021-02-07,2021-02-08,1 wk ahead inc death,2021-02-13,quantile,0.025,156.0
forecast,LANL-GrowthRate,CH,2021-02-07,2021-02-08,1 wk ahead inc death,2021-02-13,quantile,0.25,186.0
forecast,LANL-GrowthRate,CH,2021-02-07,2021-02-08,1 wk ahead inc death,2021-02-13,quantile,0.75,205.0
forecast,LANL-GrowthRate,CH,2021-02-07,2021-02-08,1 wk ahead inc death,2021-02-13,quantile,0.975,230.0
forecast,LANL-GrowthRate,CY,2021-02-14,2021-02-15,0 wk ahead inc case,2021-02-13,observed,,746.0
forecast,LANL-GrowthRate,CY,2021-02-14,2021-02-15,0 wk ahead inc death,2021-02-13,observed,,9.0
forecast,LANL-GrowthRate,CY,2021-02-07,2021-02-08,1 wk ahead inc case,2021-02-13,point,,876.0
forecast,LANL-GrowthRate,CY,2021-02-07,2021-02-08,1 wk ahead inc case,2021-02-13,quantile,0.025,540.975
forecast,LANL-GrowthRate,CY,2021-02-07,2021-02-08,1 wk ahead inc case,2021-02-13,quantile,0.25,752.75
forecast,LANL-GrowthRate,CY,2021-02-07,2021-02-08,1 wk ahead inc case,2021-02-13,quantile,0.75,1022.0
forecast,LANL-GrowthRate,CY,2021-02-07,2021-02-08,1 wk ahead inc case,2021-02-13,quantile,0.975,1340.05
forecast,LANL-GrowthRate,CY,2021-02-07,2021-02-08,1 wk ahead inc death,2021-02-13,point,,7.0
forecast,LANL-GrowthRate,CY,2021-02-07,2021-02-08,1 wk ahead inc death,2021-02-13,quantile,0.025,1.0
forecast,LANL-GrowthRate,CY,2021-02-07,2021-02-08,1 wk ahead inc death,2021-02-13,quantile,0.25,7.0
forecast,LANL-GrowthRate,CY,2021-02-07,2021-02-08,1 wk ahead inc death,2021-02-13,quantile,0.75,7.0
forecast,LANL-GrowthRate,CY,2021-02-07,2021-02-08,1 wk ahead inc death,2021-02-13,quantile,0.975,14.0
forecast,LANL-GrowthRate,CZ,2021-02-14,2021-02-15,0 wk ahead inc case,2021-02-13,observed,,52737.0
forecast,LANL-GrowthRate,CZ,2021-02-14,2021-02-15,0 wk ahead inc death,2021-02-13,observed,,929.0
forecast,LANL-GrowthRate,CZ,2021-02-07,2021-02-08,1 wk ahead inc case,2021-02-13,point,,41698.0
forecast,LANL-GrowthRate,CZ,2021-02-07,2021-02-08,1 wk ahead inc case,2021-02-13,quantile,0.025,19931.375
forecast,LANL-GrowthRate,CZ,2021-02-07,2021-02-08,1 wk ahead inc case,2021-02-13,quantile,0.25,32716.75
forecast,LANL-GrowthRate,CZ,2021-02-07,2021-02-08,1 wk ahead inc case,2021-02-13,quantile,0.75,52858.0
forecast,LANL-GrowthRate,CZ,2021-02-07,2021-02-08,1 wk ahead inc case,2021-02-13,quantile,0.975,82348.375
forecast,LANL-GrowthRate,CZ,2021-02-07,2021-02-08,1 wk ahead inc death,2021-02-13,point,,802.0
forecast,LANL-GrowthRate,CZ,2021-02-07,2021-02-08,1 wk ahead inc death,2021-02-13,quantile,0.025,664.0
forecast,LANL-GrowthRate,CZ,2021-02-07,2021-02-08,1 wk ahead inc death,2021-02-13,quantile,0.25,728.0
forecast,LANL-GrowthRate,CZ,2021-02-07,2021-02-08,1 wk ahead inc death,2021-02-13,quantile,0.75,945.0
forecast,LANL-GrowthRate,CZ,2021-02-07,2021-02-08,1 wk ahead inc death,2021-02-13,quantile,0.975,1016.025
forecast,FIAS_FZJ-Epi1Ger,DE,2021-02-15,2021-02-15,0 wk ahead inc case,2021-02-13,observed,,51903.0
forecast,FIAS_FZJ-Epi1Ger,DE,2021-02-15,2021-02-15,0 wk ahead inc death,2021-02-13,observed,,3439.0
forecast,ITWW-county_repro,DE,2021-02-15,2021-02-15,0 wk ahead inc case,2021-02-13,observed,,51903.0
forecast,ITWW-county_repro,DE,2021-02-15,2021-02-15,0 wk ahead inc death,2021-02-13,observed,,3439.0
forecast,Karlen-pypm,DE,2021-02-14,2021-02-15,0 wk ahead inc case,2021-02-13,observed,,51903.0
forecast,Karlen-pypm,DE,2021-02-14,2021-02-15,0 wk ahead inc death,2021-02-13,observed,,3439.0
forecast,LANL-GrowthRate,DE,2021-02-14,2021-02-15,0 wk ahead inc case,2021-02-13,observed,,51903.0
forecast,LANL-GrowthRate,DE,2021-02-14,2021-02-15,0 wk ahead inc death,2021-02-13,observed,,3439.0
forecast,LANL-GrowthRate,DE,2021-02-07,2021-02-08,1 wk ahead inc case,2021-02-13,point,,41062.5
forecast,LANL-GrowthRate,DE,2021-02-07,2021-02-08,1 wk ahead inc case,2021-02-13,quantile,0.025,9537.75
