location,type,quantile,value,target_end_date,forecast_date,target,scenario_id
AT,point,,35148,2022-04-30,2022-04-25,1 wk ahead inc case,forecast
AT,quantile,0.01,16711,2022-04-30,2022-04-25,1 wk ahead inc case,forecast
AT,quantile,0.025,17600,2022-04-30,2022-04-25,1 wk ahead inc case,forecast
AT,quantile,0.05,18789,2022-04-30,2022-04-25,1 wk ahead inc case,forecast
AT,quantile,0.1,20857,2022-04-30,2022-04-25,1 wk ahead inc case,forecast
AT,quantile,0.15,22661,2022-04-30,2022-04-25,1 wk ahead inc case,forecast
AT,quantile,0.2,24463,2022-04-30,2022-04-25,1 wk ahead inc case,forecast
AT,quantile,0.25,26363,2022-04-30,2022-04-25,1 wk ahead inc case,forecast
AT,quantile,0.3,28018,2022-04-30,2022-04-25,1 wk ahead inc case,forecast
AT,quantile,0.35,29574,2022-04-30,2022-04-25,1 wk ahead inc case,forecast
AT,quantile,0.4,31143,2022-04-30,2022-04-25,1 wk ahead inc case,forecast
AT,quantile,0.45,33203,2022-04-30,2022-04-25,1 wk ahead inc case,forecast
AT,quantile,0.5,35148,2022-04-30,2022-04-25,1 wk ahead inc case,forecast
AT,quantile,0.55,37236,2022-04-30,2022-04-25,1 wk ahead inc case,forecast
AT,quantile,0.6,39738,2022-04-30,2022-04-25,1 wk ahead inc case,forecast
AT,quantile,0.65,41967,2022-04-30,2022-04-25,1 wk ahead inc case,forecast
AT,quantile,0.7,44712,2022-04-30,2022-04-25,1 wk ahead inc case,forecast
AT,quantile,0.75,47603,2022-04-30,2022-04-25,1 wk ahead inc case,forecast
AT,quantile,0.8,51301,2022-04-30,2022-04-25,1 wk ahead inc case,forecast
AT,quantile,0.85,55571,2022-04-30,2022-04-25,1 wk ahead inc case,forecast
AT,quantile,0.9,61364,2022-04-30,2022-04-25,1 wk ahead inc case,forecast
AT,quantile,0.95,68761,2022-04-30,2022-04-25,1 wk ahead inc case,forecast
AT,quantile,0.975,75514,2022-04-30,2022-04-25,1 wk ahead inc case,forecast
AT,quantile,0.99,80704,2022-04-30,2022-04-25,1 wk ahead inc case,forecast
AT,point,,23211,2022-05-07,2022-04-25,2 wk ahead inc case,forecast
AT,quantile,0.01,7860,2022-05-07,2022-04-25,2 wk ahead inc case,forecast
AT,quantile,0.025,8324,2022-05-07,2022-04-25,2 wk ahead inc case,forecast
AT,quantile,0.05,9142,2022-05-07,2022-04-25,2 wk ahead inc case,forecast
AT,quantile,0.1,10597,2022-05-07,2022-04-25,2 wk ahead inc case,forecast
AT,quantile,0.15,12445,2022-05-07,2022-04-25,2 wk ahead inc case,forecast
AT,quantile,0.2,13982,2022-05-07,2022-04-25,2 wk ahead inc case,forecast
AT,quantile,0.25,15445,2022-05-07,2022-04-25,2 wk ahead inc case,forecast
AT,quantile,0.3,16760,2022-05-07,2022-04-25,2 wk ahead inc case,forecast
AT,quantile,0.35,18159,2022-05-07,2022-04-25,2 wk ahead inc case,forecast
AT,quantile,0.4,19629,2022-05-07,2022-04-25,2 wk ahead inc case,forecast
AT,quantile,0.45,21341,2022-05-07,2022-04-25,2 wk ahead inc case,forecast
AT,quantile,0.5,23211,2022-05-07,2022-04-25,2 wk ahead inc case,forecast
AT,quantile,0.55,25379,2022-05-07,2022-04-25,2 wk ahead inc case,forecast
AT,quantile,0.6,27531,2022-05-07,2022-04-25,2 wk ahead inc case,forecast
AT,quantile,0.65,29750,2022-05-07,2022-04-25,2 wk ahead inc case,forecast
AT,quantile,0.7,32627,2022-05-07,2022-04-25,2 wk ahead inc case,forecast
AT,quantile,0.75,35704,2022-05-07,2022-04-25,2 wk ahead inc case,forecast
AT,quantile,0.8,40237,2022-05-07,2022-04-25,2 wk ahead inc case,forecast
AT,quantile,0.85,45313,2022-05-07,2022-04-25,2 wk ahead inc case,forecast
AT,quantile,0.9,52062,2022-05-07,2022-04-25,2 wk ahead inc case,forecast
AT,quantile,0.95,63921,2022-05-07,2022-04-25,2 wk ahead inc case,forecast
AT,quantile,0.975,71272,2022-05-07,2022-04-25,2 wk ahead inc case,forecast
AT,quantile,0.99,77274,2022-05-07,2022-04-25,2 wk ahead inc case,forecast
AT,point,,14665,2022-05-14,2022-04-25,3 wk ahead inc case,forecast
AT,quantile,0.01,3360,2022-05-14,2022-04-25,3 wk ahead inc case,forecast
AT,quantile,0.025,3788,2022-05-14,2022-04-25,3 wk ahead inc case,forecast
AT,quantile,0.05,4326,2022-05-14,2022-04-25,3 wk ahead inc case,forecast
AT,quantile,0.1,5530,2022-05-14,2022-04-25,3 wk ahead inc case,forecast
AT,quantile,0.15,6492,2022-05-14,2022-04-25,3 wk ahead inc case,forecast
AT,quantile,0.2,7371,2022-05-14,2022-04-25,3 wk ahead inc case,forecast
AT,quantile,0.25,8453,2022-05-14,2022-04-25,3 wk ahead inc case,forecast
AT,quantile,0.3,9631,2022-05-14,2022-04-25,3 wk ahead inc case,forecast
AT,quantile,0.35,10720,2022-05-14,2022-04-25,3 wk ahead inc case,forecast
AT,quantile,0.4,11904,2022-05-14,2022-04-25,3 wk ahead inc case,forecast
AT,quantile,0.45,13320,2022-05-14,2022-04-25,3 wk ahead inc case,forecast
AT,quantile,0.5,14665,2022-05-14,2022-04-25,3 wk ahead inc case,forecast
AT,quantile,0.55,16304,2022-05-14,2022-04-25,3 wk ahead inc case,forecast
AT,quantile,0.6,18038,2022-05-14,2022-04-25,3 wk ahead inc case,forecast
AT,quantile,0.65,19960,2022-05-14,2022-04-25,3 wk ahead inc case,forecast
