location,type,quantile,value,target_end_date,forecast_date,target,scenario_id
AT,point,,30619,2022-05-07,2022-05-02,1 wk ahead inc case,forecast
AT,quantile,0.01,13786,2022-05-07,2022-05-02,1 wk ahead inc case,forecast
AT,quantile,0.025,14656,2022-05-07,2022-05-02,1 wk ahead inc case,forecast
AT,quantile,0.05,15709,2022-05-07,2022-05-02,1 wk ahead inc case,forecast
AT,quantile,0.1,17870,2022-05-07,2022-05-02,1 wk ahead inc case,forecast
AT,quantile,0.15,19381,2022-05-07,2022-05-02,1 wk ahead inc case,forecast
AT,quantile,0.2,21137,2022-05-07,2022-05-02,1 wk ahead inc case,forecast
AT,quantile,0.25,22896,2022-05-07,2022-05-02,1 wk ahead inc case,forecast
AT,quantile,0.3,24527,2022-05-07,2022-05-02,1 wk ahead inc case,forecast
AT,quantile,0.35,26145,2022-05-07,2022-05-02,1 wk ahead inc case,forecast
AT,quantile,0.4,27573,2022-05-07,2022-05-02,1 wk ahead inc case,forecast
AT,quantile,0.45,29155,2022-05-07,2022-05-02,1 wk ahead inc case,forecast
AT,quantile,0.5,30619,2022-05-07,2022-05-02,1 wk ahead inc case,forecast
AT,quantile,0.55,32509,2022-05-07,2022-05-02,1 wk ahead inc case,forecast
AT,quantile,0.6,34371,2022-05-07,2022-05-02,1 wk ahead inc case,forecast
AT,quantile,0.65,36141,2022-05-07,2022-05-02,1 wk ahead inc case,forecast
AT,quantile,0.7,38417,2022-05-07,2022-05-02,1 wk ahead inc case,forecast
AT,quantile,0.75,40505,2022-05-07,2022-05-02,1 wk ahead inc case,forecast
AT,quantile,0.8,43483,2022-05-07,2022-05-02,1 wk ahead inc case,forecast
AT,quantile,0.85,47679,2022-05-07,2022-05-02,1 wk ahead inc case,forecast
AT,quantile,0.9,53114,2022-05-07,2022-05-02,1 wk ahead inc case,forecast
AT,quantile,0.95,61588,2022-05-07,2022-05-02,1 wk ahead inc case,forecast
AT,quantile,0.975,67222,2022-05-07,2022-05-02,1 wk ahead inc case,forecast
AT,quantile,0.99,72434,2022-05-07,2022-05-02,1 wk ahead inc case,forecast
AT,point,,22083,2022-05-14,2022-05-02,2 wk ahead inc case,forecast
AT,quantile,0.01,7283,2022-05-14,2022-05-02,2 wk ahead inc case,forecast
AT,quantile,0.025,7956,2022-05-14,2022-05-02,2 wk ahead inc case,forecast
AT,quantile,0.05,8951,2022-05-14,2022-05-02,2 wk ahead inc case,forecast
AT,quantile,0.1,10552,2022-05-14,2022-05-02,2 wk ahead inc case,forecast
AT,quantile,0.15,11913,2022-05-14,2022-05-02,2 wk ahead inc case,forecast
