"forecast_date","target","target_end_date","location","quantile","value","type","scenario_id"
2022-08-21,"1 wk ahead inc case","2022-08-27","IT",NA,107593,"point","forecast"
2022-08-21,"1 wk ahead inc case","2022-08-27","IT",0.01,79581,"quantile","forecast"
2022-08-21,"1 wk ahead inc case","2022-08-27","IT",0.025,82846,"quantile","forecast"
2022-08-21,"1 wk ahead inc case","2022-08-27","IT",0.05,85974,"quantile","forecast"
2022-08-21,"1 wk ahead inc case","2022-08-27","IT",0.1,90010,"quantile","forecast"
2022-08-21,"1 wk ahead inc case","2022-08-27","IT",0.15,92881,"quantile","forecast"
2022-08-21,"1 wk ahead inc case","2022-08-27","IT",0.2,95238,"quantile","forecast"
2022-08-21,"1 wk ahead inc case","2022-08-27","IT",0.25,97420,"quantile","forecast"
2022-08-21,"1 wk ahead inc case","2022-08-27","IT",0.3,99457,"quantile","forecast"
2022-08-21,"1 wk ahead inc case","2022-08-27","IT",0.35,101413,"quantile","forecast"
2022-08-21,"1 wk ahead inc case","2022-08-27","IT",0.4,103286,"quantile","forecast"
2022-08-21,"1 wk ahead inc case","2022-08-27","IT",0.45,105153,"quantile","forecast"
2022-08-21,"1 wk ahead inc case","2022-08-27","IT",0.5,107077,"quantile","forecast"
2022-08-21,"1 wk ahead inc case","2022-08-27","IT",0.55,109052,"quantile","forecast"
2022-08-21,"1 wk ahead inc case","2022-08-27","IT",0.6,111082,"quantile","forecast"
2022-08-21,"1 wk ahead inc case","2022-08-27","IT",0.65,113213,"quantile","forecast"
2022-08-21,"1 wk ahead inc case","2022-08-27","IT",0.7,115574,"quantile","forecast"
2022-08-21,"1 wk ahead inc case","2022-08-27","IT",0.75,118238,"quantile","forecast"
2022-08-21,"1 wk ahead inc case","2022-08-27","IT",0.8,121351,"quantile","forecast"
2022-08-21,"1 wk ahead inc case","2022-08-27","IT",0.85,125254,"quantile","forecast"
2022-08-21,"1 wk ahead inc case","2022-08-27","IT",0.9,130354,"quantile","forecast"
2022-08-21,"1 wk ahead inc case","2022-08-27","IT",0.95,138874,"quantile","forecast"
2022-08-21,"1 wk ahead inc case","2022-08-27","IT",0.975,147401,"quantile","forecast"
2022-08-21,"1 wk ahead inc case","2022-08-27","IT",0.99,159724,"quantile","forecast"
2022-08-21,"1 wk ahead inc death","2022-08-27","IT",NA,490,"point","forecast"
2022-08-21,"1 wk ahead inc death","2022-08-27","IT",0.01,357,"quantile","forecast"
2022-08-21,"1 wk ahead inc death","2022-08-27","IT",0.025,369,"quantile","forecast"
2022-08-21,"1 wk ahead inc death","2022-08-27","IT",0.05,381,"quantile","forecast"
2022-08-21,"1 wk ahead inc death","2022-08-27","IT",0.1,395,"quantile","forecast"
2022-08-21,"1 wk ahead inc death","2022-08-27","IT",0.15,405,"quantile","forecast"
2022-08-21,"1 wk ahead inc death","2022-08-27","IT",0.2,413,"quantile","forecast"
2022-08-21,"1 wk ahead inc death","2022-08-27","IT",0.25,421,"quantile","forecast"
2022-08-21,"1 wk ahead inc death","2022-08-27","IT",0.3,427,"quantile","forecast"
2022-08-21,"1 wk ahead inc death","2022-08-27","IT",0.35,433,"quantile","forecast"
2022-08-21,"1 wk ahead inc death","2022-08-27","IT",0.4,439,"quantile","forecast"
2022-08-21,"1 wk ahead inc death","2022-08-27","IT",0.45,444,"quantile","forecast"
2022-08-21,"1 wk ahead inc death","2022-08-27","IT",0.5,450,"quantile","forecast"
2022-08-21,"1 wk ahead inc death","2022-08-27","IT",0.55,456,"quantile","forecast"
2022-08-21,"1 wk ahead inc death","2022-08-27","IT",0.6,462,"quantile","forecast"
2022-08-21,"1 wk ahead inc death","2022-08-27","IT",0.65,469,"quantile","forecast"
2022-08-21,"1 wk ahead inc death","2022-08-27","IT",0.7,476,"quantile","forecast"
2022-08-21,"1 wk ahead inc death","2022-08-27","IT",0.75,485,"quantile","forecast"
2022-08-21,"1 wk ahead inc death","2022-08-27","IT",0.8,497,"quantile","forecast"
2022-08-21,"1 wk ahead inc death","2022-08-27","IT",0.85,512,"quantile","forecast"
2022-08-21,"1 wk ahead inc death","2022-08-27","IT",0.9,537,"quantile","forecast"
2022-08-21,"1 wk ahead inc death","2022-08-27","IT",0.95,592,"quantile","forecast"
2022-08-21,"1 wk ahead inc death","2022-08-27","IT",0.975,663,"quantile","forecast"
2022-08-21,"1 wk ahead inc death","2022-08-27","IT",0.99,817,"quantile","forecast"
