"forecast_date","target","target_end_date","location","quantile","value","type","scenario_id"
2022-11-06,"1 wk ahead inc case","2022-11-12","IT",NA,136368,"point","forecast"
2022-11-06,"1 wk ahead inc case","2022-11-12","IT",0.01,117622,"quantile","forecast"
2022-11-06,"1 wk ahead inc case","2022-11-12","IT",0.025,120023,"quantile","forecast"
2022-11-06,"1 wk ahead inc case","2022-11-12","IT",0.05,122047,"quantile","forecast"
2022-11-06,"1 wk ahead inc case","2022-11-12","IT",0.1,124543,"quantile","forecast"
2022-11-06,"1 wk ahead inc case","2022-11-12","IT",0.15,126306,"quantile","forecast"
2022-11-06,"1 wk ahead inc case","2022-11-12","IT",0.2,127857,"quantile","forecast"
2022-11-06,"1 wk ahead inc case","2022-11-12","IT",0.25,129312,"quantile","forecast"
2022-11-06,"1 wk ahead inc case","2022-11-12","IT",0.3,130696,"quantile","forecast"
2022-11-06,"1 wk ahead inc case","2022-11-12","IT",0.35,132073,"quantile","forecast"
2022-11-06,"1 wk ahead inc case","2022-11-12","IT",0.4,133441,"quantile","forecast"
2022-11-06,"1 wk ahead inc case","2022-11-12","IT",0.45,134877,"quantile","forecast"
2022-11-06,"1 wk ahead inc case","2022-11-12","IT",0.5,136368,"quantile","forecast"
2022-11-06,"1 wk ahead inc case","2022-11-12","IT",0.55,137956,"quantile","forecast"
2022-11-06,"1 wk ahead inc case","2022-11-12","IT",0.6,139761,"quantile","forecast"
2022-11-06,"1 wk ahead inc case","2022-11-12","IT",0.65,141757,"quantile","forecast"
2022-11-06,"1 wk ahead inc case","2022-11-12","IT",0.7,144041,"quantile","forecast"
2022-11-06,"1 wk ahead inc case","2022-11-12","IT",0.75,146717,"quantile","forecast"
2022-11-06,"1 wk ahead inc case","2022-11-12","IT",0.8,150086,"quantile","forecast"
2022-11-06,"1 wk ahead inc case","2022-11-12","IT",0.85,154493,"quantile","forecast"
2022-11-06,"1 wk ahead inc case","2022-11-12","IT",0.9,160754,"quantile","forecast"
2022-11-06,"1 wk ahead inc case","2022-11-12","IT",0.95,173765,"quantile","forecast"
2022-11-06,"1 wk ahead inc case","2022-11-12","IT",0.975,188207,"quantile","forecast"
2022-11-06,"1 wk ahead inc case","2022-11-12","IT",0.99,211849,"quantile","forecast"
2022-11-06,"1 wk ahead inc death","2022-11-12","IT",NA,447,"point","forecast"
2022-11-06,"1 wk ahead inc death","2022-11-12","IT",0.01,395,"quantile","forecast"
2022-11-06,"1 wk ahead inc death","2022-11-12","IT",0.025,405,"quantile","forecast"
2022-11-06,"1 wk ahead inc death","2022-11-12","IT",0.05,412,"quantile","forecast"
2022-11-06,"1 wk ahead inc death","2022-11-12","IT",0.1,420,"quantile","forecast"
2022-11-06,"1 wk ahead inc death","2022-11-12","IT",0.15,425,"quantile","forecast"
2022-11-06,"1 wk ahead inc death","2022-11-12","IT",0.2,429,"quantile","forecast"
2022-11-06,"1 wk ahead inc death","2022-11-12","IT",0.25,432,"quantile","forecast"
2022-11-06,"1 wk ahead inc death","2022-11-12","IT",0.3,435,"quantile","forecast"
2022-11-06,"1 wk ahead inc death","2022-11-12","IT",0.35,438,"quantile","forecast"
2022-11-06,"1 wk ahead inc death","2022-11-12","IT",0.4,441,"quantile","forecast"
2022-11-06,"1 wk ahead inc death","2022-11-12","IT",0.45,444,"quantile","forecast"
2022-11-06,"1 wk ahead inc death","2022-11-12","IT",0.5,447,"quantile","forecast"
2022-11-06,"1 wk ahead inc death","2022-11-12","IT",0.55,450,"quantile","forecast"
2022-11-06,"1 wk ahead inc death","2022-11-12","IT",0.6,454,"quantile","forecast"
2022-11-06,"1 wk ahead inc death","2022-11-12","IT",0.65,458,"quantile","forecast"
2022-11-06,"1 wk ahead inc death","2022-11-12","IT",0.7,463,"quantile","forecast"
2022-11-06,"1 wk ahead inc death","2022-11-12","IT",0.75,468,"quantile","forecast"
2022-11-06,"1 wk ahead inc death","2022-11-12","IT",0.8,476,"quantile","forecast"
2022-11-06,"1 wk ahead inc death","2022-11-12","IT",0.85,489,"quantile","forecast"
2022-11-06,"1 wk ahead inc death","2022-11-12","IT",0.9,511,"quantile","forecast"
2022-11-06,"1 wk ahead inc death","2022-11-12","IT",0.95,561,"quantile","forecast"
2022-11-06,"1 wk ahead inc death","2022-11-12","IT",0.975,628,"quantile","forecast"
2022-11-06,"1 wk ahead inc death","2022-11-12","IT",0.99,770,"quantile","forecast"
