"forecast_date","target","target_end_date","location","quantile","value","type","scenario_id"
2023-04-23,"1 wk ahead inc case","2023-04-29","IT",NA,27425,"point","forecast"
2023-04-23,"1 wk ahead inc case","2023-04-29","IT",0.01,27361,"quantile","forecast"
2023-04-23,"1 wk ahead inc case","2023-04-29","IT",0.025,27365,"quantile","forecast"
2023-04-23,"1 wk ahead inc case","2023-04-29","IT",0.05,27370,"quantile","forecast"
2023-04-23,"1 wk ahead inc case","2023-04-29","IT",0.1,27376,"quantile","forecast"
2023-04-23,"1 wk ahead inc case","2023-04-29","IT",0.15,27381,"quantile","forecast"
2023-04-23,"1 wk ahead inc case","2023-04-29","IT",0.2,27386,"quantile","forecast"
2023-04-23,"1 wk ahead inc case","2023-04-29","IT",0.25,27391,"quantile","forecast"
2023-04-23,"1 wk ahead inc case","2023-04-29","IT",0.3,27396,"quantile","forecast"
2023-04-23,"1 wk ahead inc case","2023-04-29","IT",0.35,27402,"quantile","forecast"
2023-04-23,"1 wk ahead inc case","2023-04-29","IT",0.4,27408,"quantile","forecast"
2023-04-23,"1 wk ahead inc case","2023-04-29","IT",0.45,27416,"quantile","forecast"
2023-04-23,"1 wk ahead inc case","2023-04-29","IT",0.5,27425,"quantile","forecast"
2023-04-23,"1 wk ahead inc case","2023-04-29","IT",0.55,27436,"quantile","forecast"
2023-04-23,"1 wk ahead inc case","2023-04-29","IT",0.6,27450,"quantile","forecast"
2023-04-23,"1 wk ahead inc case","2023-04-29","IT",0.65,27470,"quantile","forecast"
2023-04-23,"1 wk ahead inc case","2023-04-29","IT",0.7,27501,"quantile","forecast"
2023-04-23,"1 wk ahead inc case","2023-04-29","IT",0.75,27558,"quantile","forecast"
2023-04-23,"1 wk ahead inc case","2023-04-29","IT",0.8,27674,"quantile","forecast"
2023-04-23,"1 wk ahead inc case","2023-04-29","IT",0.85,27902,"quantile","forecast"
2023-04-23,"1 wk ahead inc case","2023-04-29","IT",0.9,28504,"quantile","forecast"
2023-04-23,"1 wk ahead inc case","2023-04-29","IT",0.95,31313,"quantile","forecast"
2023-04-23,"1 wk ahead inc case","2023-04-29","IT",0.975,35593,"quantile","forecast"
2023-04-23,"1 wk ahead inc case","2023-04-29","IT",0.99,40521,"quantile","forecast"
2023-04-23,"1 wk ahead inc death","2023-04-29","IT",NA,194,"point","forecast"
2023-04-23,"1 wk ahead inc death","2023-04-29","IT",0.01,184,"quantile","forecast"
2023-04-23,"1 wk ahead inc death","2023-04-29","IT",0.025,185,"quantile","forecast"
2023-04-23,"1 wk ahead inc death","2023-04-29","IT",0.05,186,"quantile","forecast"
2023-04-23,"1 wk ahead inc death","2023-04-29","IT",0.1,187,"quantile","forecast"
2023-04-23,"1 wk ahead inc death","2023-04-29","IT",0.15,188,"quantile","forecast"
2023-04-23,"1 wk ahead inc death","2023-04-29","IT",0.2,189,"quantile","forecast"
2023-04-23,"1 wk ahead inc death","2023-04-29","IT",0.25,190,"quantile","forecast"
2023-04-23,"1 wk ahead inc death","2023-04-29","IT",0.3,191,"quantile","forecast"
2023-04-23,"1 wk ahead inc death","2023-04-29","IT",0.35,191,"quantile","forecast"
2023-04-23,"1 wk ahead inc death","2023-04-29","IT",0.4,192,"quantile","forecast"
2023-04-23,"1 wk ahead inc death","2023-04-29","IT",0.45,193,"quantile","forecast"
2023-04-23,"1 wk ahead inc death","2023-04-29","IT",0.5,194,"quantile","forecast"
2023-04-23,"1 wk ahead inc death","2023-04-29","IT",0.55,195,"quantile","forecast"
2023-04-23,"1 wk ahead inc death","2023-04-29","IT",0.6,196,"quantile","forecast"
2023-04-23,"1 wk ahead inc death","2023-04-29","IT",0.65,198,"quantile","forecast"
2023-04-23,"1 wk ahead inc death","2023-04-29","IT",0.7,199,"quantile","forecast"
2023-04-23,"1 wk ahead inc death","2023-04-29","IT",0.75,201,"quantile","forecast"
2023-04-23,"1 wk ahead inc death","2023-04-29","IT",0.8,203,"quantile","forecast"
2023-04-23,"1 wk ahead inc death","2023-04-29","IT",0.85,207,"quantile","forecast"
2023-04-23,"1 wk ahead inc death","2023-04-29","IT",0.9,212,"quantile","forecast"
2023-04-23,"1 wk ahead inc death","2023-04-29","IT",0.95,223,"quantile","forecast"
2023-04-23,"1 wk ahead inc death","2023-04-29","IT",0.975,243,"quantile","forecast"
2023-04-23,"1 wk ahead inc death","2023-04-29","IT",0.99,325,"quantile","forecast"
