target,target_end_date,location,type,quantile,value,forecast_date,scenario_id
1 wk ahead inc case,2021-04-17,AT,quantile,0.01,13639,2021-04-12,forecast
1 wk ahead inc case,2021-04-17,AT,quantile,0.025,14200,2021-04-12,forecast
1 wk ahead inc case,2021-04-17,AT,quantile,0.05,14701,2021-04-12,forecast
1 wk ahead inc case,2021-04-17,AT,quantile,0.1,15300,2021-04-12,forecast
1 wk ahead inc case,2021-04-17,AT,quantile,0.15,15718,2021-04-12,forecast
1 wk ahead inc case,2021-04-17,AT,quantile,0.2,16059,2021-04-12,forecast
1 wk ahead inc case,2021-04-17,AT,quantile,0.25,16357,2021-04-12,forecast
1 wk ahead inc case,2021-04-17,AT,quantile,0.3,16629,2021-04-12,forecast
1 wk ahead inc case,2021-04-17,AT,quantile,0.35,16885,2021-04-12,forecast
1 wk ahead inc case,2021-04-17,AT,quantile,0.4,17132,2021-04-12,forecast
1 wk ahead inc case,2021-04-17,AT,quantile,0.45,17375,2021-04-12,forecast
1 wk ahead inc case,2021-04-17,AT,quantile,0.5,17616,2021-04-12,forecast
1 wk ahead inc case,2021-04-17,AT,quantile,0.55,17862,2021-04-12,forecast
1 wk ahead inc case,2021-04-17,AT,quantile,0.6,18114,2021-04-12,forecast
1 wk ahead inc case,2021-04-17,AT,quantile,0.65,18379,2021-04-12,forecast
1 wk ahead inc case,2021-04-17,AT,quantile,0.7,18663,2021-04-12,forecast
1 wk ahead inc case,2021-04-17,AT,quantile,0.75,18973,2021-04-12,forecast
1 wk ahead inc case,2021-04-17,AT,quantile,0.8,19325,2021-04-12,forecast
1 wk ahead inc case,2021-04-17,AT,quantile,0.85,19744,2021-04-12,forecast
1 wk ahead inc case,2021-04-17,AT,quantile,0.9,20283,2021-04-12,forecast
1 wk ahead inc case,2021-04-17,AT,quantile,0.95,21110,2021-04-12,forecast
1 wk ahead inc case,2021-04-17,AT,quantile,0.975,21855,2021-04-12,forecast
1 wk ahead inc case,2021-04-17,AT,quantile,0.99,22754,2021-04-12,forecast
1 wk ahead inc death,2021-04-17,AT,quantile,0.01,187,2021-04-12,forecast
1 wk ahead inc death,2021-04-17,AT,quantile,0.025,195,2021-04-12,forecast
1 wk ahead inc death,2021-04-17,AT,quantile,0.05,203,2021-04-12,forecast
1 wk ahead inc death,2021-04-17,AT,quantile,0.1,212,2021-04-12,forecast
1 wk ahead inc death,2021-04-17,AT,quantile,0.15,218,2021-04-12,forecast
1 wk ahead inc death,2021-04-17,AT,quantile,0.2,223,2021-04-12,forecast
1 wk ahead inc death,2021-04-17,AT,quantile,0.25,228,2021-04-12,forecast
1 wk ahead inc death,2021-04-17,AT,quantile,0.3,232,2021-04-12,forecast
1 wk ahead inc death,2021-04-17,AT,quantile,0.35,236,2021-04-12,forecast
1 wk ahead inc death,2021-04-17,AT,quantile,0.4,240,2021-04-12,forecast
1 wk ahead inc death,2021-04-17,AT,quantile,0.45,243,2021-04-12,forecast
1 wk ahead inc death,2021-04-17,AT,quantile,0.5,247,2021-04-12,forecast
1 wk ahead inc death,2021-04-17,AT,quantile,0.55,251,2021-04-12,forecast
1 wk ahead inc death,2021-04-17,AT,quantile,0.6,255,2021-04-12,forecast
1 wk ahead inc death,2021-04-17,AT,quantile,0.65,259,2021-04-12,forecast
1 wk ahead inc death,2021-04-17,AT,quantile,0.7,263,2021-04-12,forecast
1 wk ahead inc death,2021-04-17,AT,quantile,0.75,268,2021-04-12,forecast
1 wk ahead inc death,2021-04-17,AT,quantile,0.8,273,2021-04-12,forecast
1 wk ahead inc death,2021-04-17,AT,quantile,0.85,280,2021-04-12,forecast
1 wk ahead inc death,2021-04-17,AT,quantile,0.9,288,2021-04-12,forecast
1 wk ahead inc death,2021-04-17,AT,quantile,0.95,301,2021-04-12,forecast
1 wk ahead inc death,2021-04-17,AT,quantile,0.975,312,2021-04-12,forecast
1 wk ahead inc death,2021-04-17,AT,quantile,0.99,326,2021-04-12,forecast
2 wk ahead inc case,2021-04-24,AT,quantile,0.01,11093,2021-04-12,forecast
2 wk ahead inc case,2021-04-24,AT,quantile,0.025,11677,2021-04-12,forecast
2 wk ahead inc case,2021-04-24,AT,quantile,0.05,12203,2021-04-12,forecast
2 wk ahead inc case,2021-04-24,AT,quantile,0.1,12840,2021-04-12,forecast
2 wk ahead inc case,2021-04-24,AT,quantile,0.15,13288,2021-04-12,forecast
2 wk ahead inc case,2021-04-24,AT,quantile,0.2,13656,2021-04-12,forecast
2 wk ahead inc case,2021-04-24,AT,quantile,0.25,13979,2021-04-12,forecast
2 wk ahead inc case,2021-04-24,AT,quantile,0.3,14276,2021-04-12,forecast
2 wk ahead inc case,2021-04-24,AT,quantile,0.35,14557,2021-04-12,forecast
2 wk ahead inc case,2021-04-24,AT,quantile,0.4,14828,2021-04-12,forecast
2 wk ahead inc case,2021-04-24,AT,quantile,0.45,15096,2021-04-12,forecast
2 wk ahead inc case,2021-04-24,AT,quantile,0.5,15363,2021-04-12,forecast
2 wk ahead inc case,2021-04-24,AT,quantile,0.55,15636,2021-04-12,forecast
2 wk ahead inc case,2021-04-24,AT,quantile,0.6,15918,2021-04-12,forecast
2 wk ahead inc case,2021-04-24,AT,quantile,0.65,16215,2021-04-12,forecast
2 wk ahead inc case,2021-04-24,AT,quantile,0.7,16534,2021-04-12,forecast
2 wk ahead inc case,2021-04-24,AT,quantile,0.75,16885,2021-04-12,forecast
2 wk ahead inc case,2021-04-24,AT,quantile,0.8,17285,2021-04-12,forecast
2 wk ahead inc case,2021-04-24,AT,quantile,0.85,17763,2021-04-12,forecast
2 wk ahead inc case,2021-04-24,AT,quantile,0.9,18383,2021-04-12,forecast
2 wk ahead inc case,2021-04-24,AT,quantile,0.95,19342,2021-04-12,forecast
2 wk ahead inc case,2021-04-24,AT,quantile,0.975,20214,2021-04-12,forecast
2 wk ahead inc case,2021-04-24,AT,quantile,0.99,21278,2021-04-12,forecast
2 wk ahead inc death,2021-04-24,AT,quantile,0.01,192,2021-04-12,forecast
2 wk ahead inc death,2021-04-24,AT,quantile,0.025,202,2021-04-12,forecast
2 wk ahead inc death,2021-04-24,AT,quantile,0.05,211,2021-04-12,forecast
2 wk ahead inc death,2021-04-24,AT,quantile,0.1,222,2021-04-12,forecast
2 wk ahead inc death,2021-04-24,AT,quantile,0.15,230,2021-04-12,forecast
2 wk ahead inc death,2021-04-24,AT,quantile,0.2,236,2021-04-12,forecast
2 wk ahead inc death,2021-04-24,AT,quantile,0.25,241,2021-04-12,forecast
2 wk ahead inc death,2021-04-24,AT,quantile,0.3,247,2021-04-12,forecast
2 wk ahead inc death,2021-04-24,AT,quantile,0.35,251,2021-04-12,forecast
2 wk ahead inc death,2021-04-24,AT,quantile,0.4,256,2021-04-12,forecast
2 wk ahead inc death,2021-04-24,AT,quantile,0.45,261,2021-04-12,forecast
2 wk ahead inc death,2021-04-24,AT,quantile,0.5,265,2021-04-12,forecast
2 wk ahead inc death,2021-04-24,AT,quantile,0.55,270,2021-04-12,forecast
2 wk ahead inc death,2021-04-24,AT,quantile,0.6,275,2021-04-12,forecast
2 wk ahead inc death,2021-04-24,AT,quantile,0.65,280,2021-04-12,forecast
2 wk ahead inc death,2021-04-24,AT,quantile,0.7,286,2021-04-12,forecast
2 wk ahead inc death,2021-04-24,AT,quantile,0.75,292,2021-04-12,forecast
2 wk ahead inc death,2021-04-24,AT,quantile,0.8,299,2021-04-12,forecast
2 wk ahead inc death,2021-04-24,AT,quantile,0.85,307,2021-04-12,forecast
2 wk ahead inc death,2021-04-24,AT,quantile,0.9,317,2021-04-12,forecast
2 wk ahead inc death,2021-04-24,AT,quantile,0.95,334,2021-04-12,forecast
2 wk ahead inc death,2021-04-24,AT,quantile,0.975,349,2021-04-12,forecast
2 wk ahead inc death,2021-04-24,AT,quantile,0.99,367,2021-04-12,forecast
3 wk ahead inc case,2021-05-01,AT,quantile,0.01,9577,2021-04-12,forecast
3 wk ahead inc case,2021-05-01,AT,quantile,0.025,10155,2021-04-12,forecast
3 wk ahead inc case,2021-05-01,AT,quantile,0.05,10680,2021-04-12,forecast
3 wk ahead inc case,2021-05-01,AT,quantile,0.1,11319,2021-04-12,forecast
3 wk ahead inc case,2021-05-01,AT,quantile,0.15,11772,2021-04-12,forecast
3 wk ahead inc case,2021-05-01,AT,quantile,0.2,12145,2021-04-12,forecast
3 wk ahead inc case,2021-05-01,AT,quantile,0.25,12474,2021-04-12,forecast
3 wk ahead inc case,2021-05-01,AT,quantile,0.3,12777,2021-04-12,forecast
3 wk ahead inc case,2021-05-01,AT,quantile,0.35,13065,2021-04-12,forecast
3 wk ahead inc case,2021-05-01,AT,quantile,0.4,13344,2021-04-12,forecast
3 wk ahead inc case,2021-05-01,AT,quantile,0.45,13619,2021-04-12,forecast
3 wk ahead inc case,2021-05-01,AT,quantile,0.5,13896,2021-04-12,forecast
3 wk ahead inc case,2021-05-01,AT,quantile,0.55,14178,2021-04-12,forecast
3 wk ahead inc case,2021-05-01,AT,quantile,0.6,14470,2021-04-12,forecast
3 wk ahead inc case,2021-05-01,AT,quantile,0.65,14779,2021-04-12,forecast
3 wk ahead inc case,2021-05-01,AT,quantile,0.7,15112,2021-04-12,forecast
3 wk ahead inc case,2021-05-01,AT,quantile,0.75,15479,2021-04-12,forecast
3 wk ahead inc case,2021-05-01,AT,quantile,0.8,15899,2021-04-12,forecast
3 wk ahead inc case,2021-05-01,AT,quantile,0.85,16402,2021-04-12,forecast
3 wk ahead inc case,2021-05-01,AT,quantile,0.9,17058,2021-04-12,forecast
3 wk ahead inc case,2021-05-01,AT,quantile,0.95,18079,2021-04-12,forecast
3 wk ahead inc case,2021-05-01,AT,quantile,0.975,19014,2021-04-12,forecast
3 wk ahead inc case,2021-05-01,AT,quantile,0.99,20162,2021-04-12,forecast
3 wk ahead inc death,2021-05-01,AT,quantile,0.01,174,2021-04-12,forecast
3 wk ahead inc death,2021-05-01,AT,quantile,0.025,185,2021-04-12,forecast
3 wk ahead inc death,2021-05-01,AT,quantile,0.05,195,2021-04-12,forecast
3 wk ahead inc death,2021-05-01,AT,quantile,0.1,208,2021-04-12,forecast
3 wk ahead inc death,2021-05-01,AT,quantile,0.15,217,2021-04-12,forecast
3 wk ahead inc death,2021-05-01,AT,quantile,0.2,224,2021-04-12,forecast
3 wk ahead inc death,2021-05-01,AT,quantile,0.25,230,2021-04-12,forecast
3 wk ahead inc death,2021-05-01,AT,quantile,0.3,236,2021-04-12,forecast
3 wk ahead inc death,2021-05-01,AT,quantile,0.35,242,2021-04-12,forecast
3 wk ahead inc death,2021-05-01,AT,quantile,0.4,247,2021-04-12,forecast
3 wk ahead inc death,2021-05-01,AT,quantile,0.45,253,2021-04-12,forecast
3 wk ahead inc death,2021-05-01,AT,quantile,0.5,258,2021-04-12,forecast
3 wk ahead inc death,2021-05-01,AT,quantile,0.55,264,2021-04-12,forecast
3 wk ahead inc death,2021-05-01,AT,quantile,0.6,270,2021-04-12,forecast
