target,target_end_date,location,type,quantile,value,forecast_date,scenario_id
1 wk ahead inc case,2021-04-10,BE,quantile,0.01,17180,2021-04-05,forecast
1 wk ahead inc case,2021-04-10,BE,quantile,0.025,18759,2021-04-05,forecast
1 wk ahead inc case,2021-04-10,BE,quantile,0.05,20233,2021-04-05,forecast
1 wk ahead inc case,2021-04-10,BE,quantile,0.1,22076,2021-04-05,forecast
1 wk ahead inc case,2021-04-10,BE,quantile,0.15,23414,2021-04-05,forecast
1 wk ahead inc case,2021-04-10,BE,quantile,0.2,24535,2021-04-05,forecast
1 wk ahead inc case,2021-04-10,BE,quantile,0.25,25539,2021-04-05,forecast
1 wk ahead inc case,2021-04-10,BE,quantile,0.3,26476,2021-04-05,forecast
1 wk ahead inc case,2021-04-10,BE,quantile,0.35,27374,2021-04-05,forecast
1 wk ahead inc case,2021-04-10,BE,quantile,0.4,28255,2021-04-05,forecast
1 wk ahead inc case,2021-04-10,BE,quantile,0.45,29134,2021-04-05,forecast
1 wk ahead inc case,2021-04-10,BE,quantile,0.5,30027,2021-04-05,forecast
1 wk ahead inc case,2021-04-10,BE,quantile,0.55,30946,2021-04-05,forecast
1 wk ahead inc case,2021-04-10,BE,quantile,0.6,31909,2021-04-05,forecast
1 wk ahead inc case,2021-04-10,BE,quantile,0.65,32936,2021-04-05,forecast
1 wk ahead inc case,2021-04-10,BE,quantile,0.7,34054,2021-04-05,forecast
1 wk ahead inc case,2021-04-10,BE,quantile,0.75,35303,2021-04-05,forecast
1 wk ahead inc case,2021-04-10,BE,quantile,0.8,36748,2021-04-05,forecast
1 wk ahead inc case,2021-04-10,BE,quantile,0.85,38506,2021-04-05,forecast
1 wk ahead inc case,2021-04-10,BE,quantile,0.9,40840,2021-04-05,forecast
1 wk ahead inc case,2021-04-10,BE,quantile,0.95,44560,2021-04-05,forecast
1 wk ahead inc case,2021-04-10,BE,quantile,0.975,48061,2021-04-05,forecast
1 wk ahead inc case,2021-04-10,BE,quantile,0.99,52479,2021-04-05,forecast
1 wk ahead inc death,2021-04-10,BE,quantile,0.01,216,2021-04-05,forecast
1 wk ahead inc death,2021-04-10,BE,quantile,0.025,228,2021-04-05,forecast
1 wk ahead inc death,2021-04-10,BE,quantile,0.05,238,2021-04-05,forecast
1 wk ahead inc death,2021-04-10,BE,quantile,0.1,250,2021-04-05,forecast
1 wk ahead inc death,2021-04-10,BE,quantile,0.15,259,2021-04-05,forecast
1 wk ahead inc death,2021-04-10,BE,quantile,0.2,266,2021-04-05,forecast
1 wk ahead inc death,2021-04-10,BE,quantile,0.25,273,2021-04-05,forecast
1 wk ahead inc death,2021-04-10,BE,quantile,0.3,279,2021-04-05,forecast
1 wk ahead inc death,2021-04-10,BE,quantile,0.35,284,2021-04-05,forecast
1 wk ahead inc death,2021-04-10,BE,quantile,0.4,289,2021-04-05,forecast
1 wk ahead inc death,2021-04-10,BE,quantile,0.45,295,2021-04-05,forecast
1 wk ahead inc death,2021-04-10,BE,quantile,0.5,300,2021-04-05,forecast
1 wk ahead inc death,2021-04-10,BE,quantile,0.55,305,2021-04-05,forecast
1 wk ahead inc death,2021-04-10,BE,quantile,0.6,311,2021-04-05,forecast
1 wk ahead inc death,2021-04-10,BE,quantile,0.65,317,2021-04-05,forecast
1 wk ahead inc death,2021-04-10,BE,quantile,0.7,323,2021-04-05,forecast
1 wk ahead inc death,2021-04-10,BE,quantile,0.75,330,2021-04-05,forecast
1 wk ahead inc death,2021-04-10,BE,quantile,0.8,338,2021-04-05,forecast
1 wk ahead inc death,2021-04-10,BE,quantile,0.85,347,2021-04-05,forecast
1 wk ahead inc death,2021-04-10,BE,quantile,0.9,359,2021-04-05,forecast
1 wk ahead inc death,2021-04-10,BE,quantile,0.95,378,2021-04-05,forecast
1 wk ahead inc death,2021-04-10,BE,quantile,0.975,395,2021-04-05,forecast
1 wk ahead inc death,2021-04-10,BE,quantile,0.99,416,2021-04-05,forecast
2 wk ahead inc case,2021-04-17,BE,quantile,0.01,16603,2021-04-05,forecast
2 wk ahead inc case,2021-04-17,BE,quantile,0.025,18195,2021-04-05,forecast
2 wk ahead inc case,2021-04-17,BE,quantile,0.05,19687,2021-04-05,forecast
2 wk ahead inc case,2021-04-17,BE,quantile,0.1,21558,2021-04-05,forecast
2 wk ahead inc case,2021-04-17,BE,quantile,0.15,22921,2021-04-05,forecast
2 wk ahead inc case,2021-04-17,BE,quantile,0.2,24065,2021-04-05,forecast
2 wk ahead inc case,2021-04-17,BE,quantile,0.25,25091,2021-04-05,forecast
2 wk ahead inc case,2021-04-17,BE,quantile,0.3,26051,2021-04-05,forecast
2 wk ahead inc case,2021-04-17,BE,quantile,0.35,26972,2021-04-05,forecast
2 wk ahead inc case,2021-04-17,BE,quantile,0.4,27877,2021-04-05,forecast
2 wk ahead inc case,2021-04-17,BE,quantile,0.45,28781,2021-04-05,forecast
2 wk ahead inc case,2021-04-17,BE,quantile,0.5,29700,2021-04-05,forecast
2 wk ahead inc case,2021-04-17,BE,quantile,0.55,30648,2021-04-05,forecast
2 wk ahead inc case,2021-04-17,BE,quantile,0.6,31642,2021-04-05,forecast
2 wk ahead inc case,2021-04-17,BE,quantile,0.65,32703,2021-04-05,forecast
2 wk ahead inc case,2021-04-17,BE,quantile,0.7,33860,2021-04-05,forecast
2 wk ahead inc case,2021-04-17,BE,quantile,0.75,35155,2021-04-05,forecast
2 wk ahead inc case,2021-04-17,BE,quantile,0.8,36655,2021-04-05,forecast
2 wk ahead inc case,2021-04-17,BE,quantile,0.85,38484,2021-04-05,forecast
2 wk ahead inc case,2021-04-17,BE,quantile,0.9,40917,2021-04-05,forecast
2 wk ahead inc case,2021-04-17,BE,quantile,0.95,44807,2021-04-05,forecast
2 wk ahead inc case,2021-04-17,BE,quantile,0.975,48479,2021-04-05,forecast
2 wk ahead inc case,2021-04-17,BE,quantile,0.99,53130,2021-04-05,forecast
2 wk ahead inc death,2021-04-17,BE,quantile,0.01,247,2021-04-05,forecast
2 wk ahead inc death,2021-04-17,BE,quantile,0.025,261,2021-04-05,forecast
2 wk ahead inc death,2021-04-17,BE,quantile,0.05,273,2021-04-05,forecast
2 wk ahead inc death,2021-04-17,BE,quantile,0.1,289,2021-04-05,forecast
2 wk ahead inc death,2021-04-17,BE,quantile,0.15,300,2021-04-05,forecast
2 wk ahead inc death,2021-04-17,BE,quantile,0.2,308,2021-04-05,forecast
2 wk ahead inc death,2021-04-17,BE,quantile,0.25,316,2021-04-05,forecast
2 wk ahead inc death,2021-04-17,BE,quantile,0.3,324,2021-04-05,forecast
2 wk ahead inc death,2021-04-17,BE,quantile,0.35,330,2021-04-05,forecast
2 wk ahead inc death,2021-04-17,BE,quantile,0.4,337,2021-04-05,forecast
2 wk ahead inc death,2021-04-17,BE,quantile,0.45,343,2021-04-05,forecast
2 wk ahead inc death,2021-04-17,BE,quantile,0.5,350,2021-04-05,forecast
2 wk ahead inc death,2021-04-17,BE,quantile,0.55,357,2021-04-05,forecast
2 wk ahead inc death,2021-04-17,BE,quantile,0.6,364,2021-04-05,forecast
2 wk ahead inc death,2021-04-17,BE,quantile,0.65,371,2021-04-05,forecast
2 wk ahead inc death,2021-04-17,BE,quantile,0.7,379,2021-04-05,forecast
2 wk ahead inc death,2021-04-17,BE,quantile,0.75,387,2021-04-05,forecast
2 wk ahead inc death,2021-04-17,BE,quantile,0.8,397,2021-04-05,forecast
2 wk ahead inc death,2021-04-17,BE,quantile,0.85,409,2021-04-05,forecast
2 wk ahead inc death,2021-04-17,BE,quantile,0.9,424,2021-04-05,forecast
2 wk ahead inc death,2021-04-17,BE,quantile,0.95,448,2021-04-05,forecast
2 wk ahead inc death,2021-04-17,BE,quantile,0.975,470,2021-04-05,forecast
2 wk ahead inc death,2021-04-17,BE,quantile,0.99,496,2021-04-05,forecast
3 wk ahead inc case,2021-04-24,BE,quantile,0.01,15848,2021-04-05,forecast
3 wk ahead inc case,2021-04-24,BE,quantile,0.025,17496,2021-04-05,forecast
3 wk ahead inc case,2021-04-24,BE,quantile,0.05,19049,2021-04-05,forecast
3 wk ahead inc case,2021-04-24,BE,quantile,0.1,21013,2021-04-05,forecast
3 wk ahead inc case,2021-04-24,BE,quantile,0.15,22450,2021-04-05,forecast
3 wk ahead inc case,2021-04-24,BE,quantile,0.2,23663,2021-04-05,forecast
3 wk ahead inc case,2021-04-24,BE,quantile,0.25,24755,2021-04-05,forecast
3 wk ahead inc case,2021-04-24,BE,quantile,0.3,25779,2021-04-05,forecast
3 wk ahead inc case,2021-04-24,BE,quantile,0.35,26765,2021-04-05,forecast
3 wk ahead inc case,2021-04-24,BE,quantile,0.4,27736,2021-04-05,forecast
3 wk ahead inc case,2021-04-24,BE,quantile,0.45,28709,2021-04-05,forecast
3 wk ahead inc case,2021-04-24,BE,quantile,0.5,29700,2021-04-05,forecast
3 wk ahead inc case,2021-04-24,BE,quantile,0.55,30725,2021-04-05,forecast
3 wk ahead inc case,2021-04-24,BE,quantile,0.6,31803,2021-04-05,forecast
3 wk ahead inc case,2021-04-24,BE,quantile,0.65,32956,2021-04-05,forecast
3 wk ahead inc case,2021-04-24,BE,quantile,0.7,34217,2021-04-05,forecast
3 wk ahead inc case,2021-04-24,BE,quantile,0.75,35633,2021-04-05,forecast
3 wk ahead inc case,2021-04-24,BE,quantile,0.8,37277,2021-04-05,forecast
3 wk ahead inc case,2021-04-24,BE,quantile,0.85,39291,2021-04-05,forecast
3 wk ahead inc case,2021-04-24,BE,quantile,0.9,41979,2021-04-05,forecast
3 wk ahead inc case,2021-04-24,BE,quantile,0.95,46305,2021-04-05,forecast
3 wk ahead inc case,2021-04-24,BE,quantile,0.975,50417,2021-04-05,forecast
3 wk ahead inc case,2021-04-24,BE,quantile,0.99,55660,2021-04-05,forecast
