target,target_end_date,location,type,quantile,value,forecast_date,scenario_id
1 wk ahead inc death,2021-02-20,DE,quantile,0.01,2132,2021-02-15,forecast
1 wk ahead inc death,2021-02-20,DE,quantile,0.025,2226,2021-02-15,forecast
1 wk ahead inc death,2021-02-20,DE,quantile,0.05,2310,2021-02-15,forecast
1 wk ahead inc death,2021-02-20,DE,quantile,0.1,2412,2021-02-15,forecast
1 wk ahead inc death,2021-02-20,DE,quantile,0.15,2482,2021-02-15,forecast
1 wk ahead inc death,2021-02-20,DE,quantile,0.2,2540,2021-02-15,forecast
1 wk ahead inc death,2021-02-20,DE,quantile,0.25,2591,2021-02-15,forecast
1 wk ahead inc death,2021-02-20,DE,quantile,0.3,2638,2021-02-15,forecast
1 wk ahead inc death,2021-02-20,DE,quantile,0.35,2682,2021-02-15,forecast
1 wk ahead inc death,2021-02-20,DE,quantile,0.4,2724,2021-02-15,forecast
1 wk ahead inc death,2021-02-20,DE,quantile,0.45,2766,2021-02-15,forecast
1 wk ahead inc death,2021-02-20,DE,quantile,0.5,2807,2021-02-15,forecast
1 wk ahead inc death,2021-02-20,DE,quantile,0.55,2849,2021-02-15,forecast
1 wk ahead inc death,2021-02-20,DE,quantile,0.6,2893,2021-02-15,forecast
1 wk ahead inc death,2021-02-20,DE,quantile,0.65,2939,2021-02-15,forecast
1 wk ahead inc death,2021-02-20,DE,quantile,0.7,2988,2021-02-15,forecast
1 wk ahead inc death,2021-02-20,DE,quantile,0.75,3042,2021-02-15,forecast
1 wk ahead inc death,2021-02-20,DE,quantile,0.8,3103,2021-02-15,forecast
1 wk ahead inc death,2021-02-20,DE,quantile,0.85,3176,2021-02-15,forecast
1 wk ahead inc death,2021-02-20,DE,quantile,0.9,3270,2021-02-15,forecast
1 wk ahead inc death,2021-02-20,DE,quantile,0.95,3415,2021-02-15,forecast
1 wk ahead inc death,2021-02-20,DE,quantile,0.975,3547,2021-02-15,forecast
1 wk ahead inc death,2021-02-20,DE,quantile,0.99,3706,2021-02-15,forecast
2 wk ahead inc death,2021-02-27,DE,quantile,0.01,1529,2021-02-15,forecast
2 wk ahead inc death,2021-02-27,DE,quantile,0.025,1627,2021-02-15,forecast
2 wk ahead inc death,2021-02-27,DE,quantile,0.05,1716,2021-02-15,forecast
2 wk ahead inc death,2021-02-27,DE,quantile,0.1,1825,2021-02-15,forecast
2 wk ahead inc death,2021-02-27,DE,quantile,0.15,1903,2021-02-15,forecast
2 wk ahead inc death,2021-02-27,DE,quantile,0.2,1967,2021-02-15,forecast
2 wk ahead inc death,2021-02-27,DE,quantile,0.25,2024,2021-02-15,forecast
2 wk ahead inc death,2021-02-27,DE,quantile,0.3,2076,2021-02-15,forecast
2 wk ahead inc death,2021-02-27,DE,quantile,0.35,2126,2021-02-15,forecast
2 wk ahead inc death,2021-02-27,DE,quantile,0.4,2175,2021-02-15,forecast
2 wk ahead inc death,2021-02-27,DE,quantile,0.45,2223,2021-02-15,forecast
2 wk ahead inc death,2021-02-27,DE,quantile,0.5,2271,2021-02-15,forecast
2 wk ahead inc death,2021-02-27,DE,quantile,0.55,2321,2021-02-15,forecast
2 wk ahead inc death,2021-02-27,DE,quantile,0.6,2372,2021-02-15,forecast
2 wk ahead inc death,2021-02-27,DE,quantile,0.65,2427,2021-02-15,forecast
2 wk ahead inc death,2021-02-27,DE,quantile,0.7,2485,2021-02-15,forecast
2 wk ahead inc death,2021-02-27,DE,quantile,0.75,2550,2021-02-15,forecast
2 wk ahead inc death,2021-02-27,DE,quantile,0.8,2625,2021-02-15,forecast
2 wk ahead inc death,2021-02-27,DE,quantile,0.85,2715,2021-02-15,forecast
2 wk ahead inc death,2021-02-27,DE,quantile,0.9,2832,2021-02-15,forecast
2 wk ahead inc death,2021-02-27,DE,quantile,0.95,3016,2021-02-15,forecast
2 wk ahead inc death,2021-02-27,DE,quantile,0.975,3186,2021-02-15,forecast
2 wk ahead inc death,2021-02-27,DE,quantile,0.99,3396,2021-02-15,forecast
3 wk ahead inc death,2021-03-06,DE,quantile,0.01,1079,2021-02-15,forecast
3 wk ahead inc death,2021-03-06,DE,quantile,0.025,1170,2021-02-15,forecast
3 wk ahead inc death,2021-03-06,DE,quantile,0.05,1254,2021-02-15,forecast
