location,type,quantile,target_end_date,forecast_date,target,value
NL,quantile,0.6,2021-06-05,2021-05-10,4 wk ahead inc case,50347
NL,quantile,0.65,2021-06-05,2021-05-10,4 wk ahead inc case,51570
NL,quantile,0.7,2021-06-05,2021-05-10,4 wk ahead inc case,52839
NL,quantile,0.75,2021-06-05,2021-05-10,4 wk ahead inc case,54447
NL,quantile,0.8,2021-06-05,2021-05-10,4 wk ahead inc case,56367
NL,quantile,0.85,2021-06-05,2021-05-10,4 wk ahead inc case,58331
NL,quantile,0.9,2021-06-05,2021-05-10,4 wk ahead inc case,61206
NL,quantile,0.95,2021-06-05,2021-05-10,4 wk ahead inc case,65889
NL,quantile,0.975,2021-06-05,2021-05-10,4 wk ahead inc case,69731
NL,quantile,0.99,2021-06-05,2021-05-10,4 wk ahead inc case,73591
NL,quantile,0.01,2021-05-15,2021-05-10,1 wk ahead inc death,108
NL,quantile,0.025,2021-05-15,2021-05-10,1 wk ahead inc death,114
NL,quantile,0.05,2021-05-15,2021-05-10,1 wk ahead inc death,119
NL,quantile,0.1,2021-05-15,2021-05-10,1 wk ahead inc death,126
NL,quantile,0.15,2021-05-15,2021-05-10,1 wk ahead inc death,130
NL,quantile,0.2,2021-05-15,2021-05-10,1 wk ahead inc death,133
NL,quantile,0.25,2021-05-15,2021-05-10,1 wk ahead inc death,136
NL,quantile,0.3,2021-05-15,2021-05-10,1 wk ahead inc death,139
NL,quantile,0.35,2021-05-15,2021-05-10,1 wk ahead inc death,141
NL,quantile,0.4,2021-05-15,2021-05-10,1 wk ahead inc death,143
NL,quantile,0.45,2021-05-15,2021-05-10,1 wk ahead inc death,145
NL,quantile,0.5,2021-05-15,2021-05-10,1 wk ahead inc death,148
NL,quantile,0.55,2021-05-15,2021-05-10,1 wk ahead inc death,150
NL,quantile,0.6,2021-05-15,2021-05-10,1 wk ahead inc death,152
NL,quantile,0.65,2021-05-15,2021-05-10,1 wk ahead inc death,155
NL,quantile,0.7,2021-05-15,2021-05-10,1 wk ahead inc death,157
NL,quantile,0.75,2021-05-15,2021-05-10,1 wk ahead inc death,160
NL,quantile,0.8,2021-05-15,2021-05-10,1 wk ahead inc death,163
NL,quantile,0.85,2021-05-15,2021-05-10,1 wk ahead inc death,168
NL,quantile,0.9,2021-05-15,2021-05-10,1 wk ahead inc death,173
NL,quantile,0.95,2021-05-15,2021-05-10,1 wk ahead inc death,182
NL,quantile,0.975,2021-05-15,2021-05-10,1 wk ahead inc death,190
NL,quantile,0.99,2021-05-15,2021-05-10,1 wk ahead inc death,201
NL,quantile,0.01,2021-05-22,2021-05-10,2 wk ahead inc death,105
NL,quantile,0.025,2021-05-22,2021-05-10,2 wk ahead inc death,110
NL,quantile,0.05,2021-05-22,2021-05-10,2 wk ahead inc death,115
NL,quantile,0.1,2021-05-22,2021-05-10,2 wk ahead inc death,121
NL,quantile,0.15,2021-05-22,2021-05-10,2 wk ahead inc death,126
NL,quantile,0.2,2021-05-22,2021-05-10,2 wk ahead inc death,129
NL,quantile,0.25,2021-05-22,2021-05-10,2 wk ahead inc death,132
NL,quantile,0.3,2021-05-22,2021-05-10,2 wk ahead inc death,135
NL,quantile,0.35,2021-05-22,2021-05-10,2 wk ahead inc death,137
NL,quantile,0.4,2021-05-22,2021-05-10,2 wk ahead inc death,140
NL,quantile,0.45,2021-05-22,2021-05-10,2 wk ahead inc death,143
NL,quantile,0.5,2021-05-22,2021-05-10,2 wk ahead inc death,145
NL,quantile,0.55,2021-05-22,2021-05-10,2 wk ahead inc death,147
NL,quantile,0.6,2021-05-22,2021-05-10,2 wk ahead inc death,149
NL,quantile,0.65,2021-05-22,2021-05-10,2 wk ahead inc death,153
NL,quantile,0.7,2021-05-22,2021-05-10,2 wk ahead inc death,155
NL,quantile,0.75,2021-05-22,2021-05-10,2 wk ahead inc death,158
NL,quantile,0.8,2021-05-22,2021-05-10,2 wk ahead inc death,162
NL,quantile,0.85,2021-05-22,2021-05-10,2 wk ahead inc death,166
NL,quantile,0.9,2021-05-22,2021-05-10,2 wk ahead inc death,173
NL,quantile,0.95,2021-05-22,2021-05-10,2 wk ahead inc death,183
NL,quantile,0.975,2021-05-22,2021-05-10,2 wk ahead inc death,192
NL,quantile,0.99,2021-05-22,2021-05-10,2 wk ahead inc death,204
NL,quantile,0.01,2021-05-29,2021-05-10,3 wk ahead inc death,99
NL,quantile,0.025,2021-05-29,2021-05-10,3 wk ahead inc death,106
NL,quantile,0.05,2021-05-29,2021-05-10,3 wk ahead inc death,111
NL,quantile,0.1,2021-05-29,2021-05-10,3 wk ahead inc death,118
NL,quantile,0.15,2021-05-29,2021-05-10,3 wk ahead inc death,123
NL,quantile,0.2,2021-05-29,2021-05-10,3 wk ahead inc death,127
NL,quantile,0.25,2021-05-29,2021-05-10,3 wk ahead inc death,130
NL,quantile,0.3,2021-05-29,2021-05-10,3 wk ahead inc death,133
NL,quantile,0.35,2021-05-29,2021-05-10,3 wk ahead inc death,136
NL,quantile,0.4,2021-05-29,2021-05-10,3 wk ahead inc death,139
NL,quantile,0.45,2021-05-29,2021-05-10,3 wk ahead inc death,142
NL,quantile,0.5,2021-05-29,2021-05-10,3 wk ahead inc death,144
NL,quantile,0.55,2021-05-29,2021-05-10,3 wk ahead inc death,148
NL,quantile,0.6,2021-05-29,2021-05-10,3 wk ahead inc death,150
NL,quantile,0.65,2021-05-29,2021-05-10,3 wk ahead inc death,153
NL,quantile,0.7,2021-05-29,2021-05-10,3 wk ahead inc death,157
NL,quantile,0.75,2021-05-29,2021-05-10,3 wk ahead inc death,160
NL,quantile,0.8,2021-05-29,2021-05-10,3 wk ahead inc death,163
