target,target_end_date,location,type,quantile,value,forecast_date,scenario_id
1 wk ahead inc case,2021-04-24,DE,quantile,0.01,111694,2021-04-19,forecast
1 wk ahead inc case,2021-04-24,DE,quantile,0.025,117543,2021-04-19,forecast
1 wk ahead inc case,2021-04-24,DE,quantile,0.05,122819,2021-04-19,forecast
1 wk ahead inc case,2021-04-24,DE,quantile,0.1,129199,2021-04-19,forecast
1 wk ahead inc case,2021-04-24,DE,quantile,0.15,133690,2021-04-19,forecast
1 wk ahead inc case,2021-04-24,DE,quantile,0.2,137372,2021-04-19,forecast
1 wk ahead inc case,2021-04-24,DE,quantile,0.25,140611,2021-04-19,forecast
1 wk ahead inc case,2021-04-24,DE,quantile,0.3,143586,2021-04-19,forecast
1 wk ahead inc case,2021-04-24,DE,quantile,0.35,146399,2021-04-19,forecast
1 wk ahead inc case,2021-04-24,DE,quantile,0.4,149119,2021-04-19,forecast
1 wk ahead inc case,2021-04-24,DE,quantile,0.45,151800,2021-04-19,forecast
1 wk ahead inc case,2021-04-24,DE,quantile,0.5,154485,2021-04-19,forecast
1 wk ahead inc case,2021-04-24,DE,quantile,0.55,157218,2021-04-19,forecast
1 wk ahead inc case,2021-04-24,DE,quantile,0.6,160045,2021-04-19,forecast
1 wk ahead inc case,2021-04-24,DE,quantile,0.65,163020,2021-04-19,forecast
1 wk ahead inc case,2021-04-24,DE,quantile,0.7,166216,2021-04-19,forecast
1 wk ahead inc case,2021-04-24,DE,quantile,0.75,169736,2021-04-19,forecast
1 wk ahead inc case,2021-04-24,DE,quantile,0.8,173743,2021-04-19,forecast
1 wk ahead inc case,2021-04-24,DE,quantile,0.85,178535,2021-04-19,forecast
1 wk ahead inc case,2021-04-24,DE,quantile,0.9,184753,2021-04-19,forecast
1 wk ahead inc case,2021-04-24,DE,quantile,0.95,194372,2021-04-19,forecast
1 wk ahead inc case,2021-04-24,DE,quantile,0.975,203123,2021-04-19,forecast
1 wk ahead inc case,2021-04-24,DE,quantile,0.99,213796,2021-04-19,forecast
1 wk ahead inc death,2021-04-24,DE,quantile,0.01,1300,2021-04-19,forecast
1 wk ahead inc death,2021-04-24,DE,quantile,0.025,1357,2021-04-19,forecast
1 wk ahead inc death,2021-04-24,DE,quantile,0.05,1409,2021-04-19,forecast
1 wk ahead inc death,2021-04-24,DE,quantile,0.1,1470,2021-04-19,forecast
1 wk ahead inc death,2021-04-24,DE,quantile,0.15,1514,2021-04-19,forecast
1 wk ahead inc death,2021-04-24,DE,quantile,0.2,1549,2021-04-19,forecast
1 wk ahead inc death,2021-04-24,DE,quantile,0.25,1581,2021-04-19,forecast
1 wk ahead inc death,2021-04-24,DE,quantile,0.3,1609,2021-04-19,forecast
1 wk ahead inc death,2021-04-24,DE,quantile,0.35,1636,2021-04-19,forecast
1 wk ahead inc death,2021-04-24,DE,quantile,0.4,1662,2021-04-19,forecast
1 wk ahead inc death,2021-04-24,DE,quantile,0.45,1688,2021-04-19,forecast
1 wk ahead inc death,2021-04-24,DE,quantile,0.5,1714,2021-04-19,forecast
1 wk ahead inc death,2021-04-24,DE,quantile,0.55,1740,2021-04-19,forecast
1 wk ahead inc death,2021-04-24,DE,quantile,0.6,1767,2021-04-19,forecast
1 wk ahead inc death,2021-04-24,DE,quantile,0.65,1795,2021-04-19,forecast
1 wk ahead inc death,2021-04-24,DE,quantile,0.7,1826,2021-04-19,forecast
1 wk ahead inc death,2021-04-24,DE,quantile,0.75,1859,2021-04-19,forecast
1 wk ahead inc death,2021-04-24,DE,quantile,0.8,1897,2021-04-19,forecast
1 wk ahead inc death,2021-04-24,DE,quantile,0.85,1943,2021-04-19,forecast
1 wk ahead inc death,2021-04-24,DE,quantile,0.9,2002,2021-04-19,forecast
1 wk ahead inc death,2021-04-24,DE,quantile,0.95,2092,2021-04-19,forecast
1 wk ahead inc death,2021-04-24,DE,quantile,0.975,2175,2021-04-19,forecast
1 wk ahead inc death,2021-04-24,DE,quantile,0.99,2275,2021-04-19,forecast
2 wk ahead inc case,2021-05-01,DE,quantile,0.01,92433,2021-04-19,forecast
2 wk ahead inc case,2021-05-01,DE,quantile,0.025,101131,2021-04-19,forecast
2 wk ahead inc case,2021-05-01,DE,quantile,0.05,109294,2021-04-19,forecast
2 wk ahead inc case,2021-05-01,DE,quantile,0.1,119562,2021-04-19,forecast
2 wk ahead inc case,2021-05-01,DE,quantile,0.15,127054,2021-04-19,forecast
2 wk ahead inc case,2021-05-01,DE,quantile,0.2,133355,2021-04-19,forecast
2 wk ahead inc case,2021-05-01,DE,quantile,0.25,139020,2021-04-19,forecast
2 wk ahead inc case,2021-05-01,DE,quantile,0.3,144321,2021-04-19,forecast
2 wk ahead inc case,2021-05-01,DE,quantile,0.35,149421,2021-04-19,forecast
2 wk ahead inc case,2021-05-01,DE,quantile,0.4,154433,2021-04-19,forecast
2 wk ahead inc case,2021-05-01,DE,quantile,0.45,159450,2021-04-19,forecast
2 wk ahead inc case,2021-05-01,DE,quantile,0.5,164552,2021-04-19,forecast
2 wk ahead inc case,2021-05-01,DE,quantile,0.55,169825,2021-04-19,forecast
2 wk ahead inc case,2021-05-01,DE,quantile,0.6,175362,2021-04-19,forecast
2 wk ahead inc case,2021-05-01,DE,quantile,0.65,181283,2021-04-19,forecast
2 wk ahead inc case,2021-05-01,DE,quantile,0.7,187749,2021-04-19,forecast
2 wk ahead inc case,2021-05-01,DE,quantile,0.75,194995,2021-04-19,forecast
2 wk ahead inc case,2021-05-01,DE,quantile,0.8,203408,2021-04-19,forecast
2 wk ahead inc case,2021-05-01,DE,quantile,0.85,213691,2021-04-19,forecast
2 wk ahead inc case,2021-05-01,DE,quantile,0.9,227403,2021-04-19,forecast
2 wk ahead inc case,2021-05-01,DE,quantile,0.95,249428,2021-04-19,forecast
2 wk ahead inc case,2021-05-01,DE,quantile,0.975,270324,2021-04-19,forecast
2 wk ahead inc case,2021-05-01,DE,quantile,0.99,296923,2021-04-19,forecast
2 wk ahead inc death,2021-05-01,DE,quantile,0.01,1283,2021-04-19,forecast
2 wk ahead inc death,2021-05-01,DE,quantile,0.025,1373,2021-04-19,forecast
2 wk ahead inc death,2021-05-01,DE,quantile,0.05,1456,2021-04-19,forecast
2 wk ahead inc death,2021-05-01,DE,quantile,0.1,1558,2021-04-19,forecast
2 wk ahead inc death,2021-05-01,DE,quantile,0.15,1632,2021-04-19,forecast
2 wk ahead inc death,2021-05-01,DE,quantile,0.2,1693,2021-04-19,forecast
2 wk ahead inc death,2021-05-01,DE,quantile,0.25,1747,2021-04-19,forecast
2 wk ahead inc death,2021-05-01,DE,quantile,0.3,1798,2021-04-19,forecast
2 wk ahead inc death,2021-05-01,DE,quantile,0.35,1846,2021-04-19,forecast
2 wk ahead inc death,2021-05-01,DE,quantile,0.4,1893,2021-04-19,forecast
2 wk ahead inc death,2021-05-01,DE,quantile,0.45,1939,2021-04-19,forecast
2 wk ahead inc death,2021-05-01,DE,quantile,0.5,1987,2021-04-19,forecast
2 wk ahead inc death,2021-05-01,DE,quantile,0.55,2035,2021-04-19,forecast
2 wk ahead inc death,2021-05-01,DE,quantile,0.6,2085,2021-04-19,forecast
2 wk ahead inc death,2021-05-01,DE,quantile,0.65,2139,2021-04-19,forecast
2 wk ahead inc death,2021-05-01,DE,quantile,0.7,2197,2021-04-19,forecast
2 wk ahead inc death,2021-05-01,DE,quantile,0.75,2262,2021-04-19,forecast
2 wk ahead inc death,2021-05-01,DE,quantile,0.8,2336,2021-04-19,forecast
2 wk ahead inc death,2021-05-01,DE,quantile,0.85,2426,2021-04-19,forecast
2 wk ahead inc death,2021-05-01,DE,quantile,0.9,2545,2021-04-19,forecast
2 wk ahead inc death,2021-05-01,DE,quantile,0.95,2732,2021-04-19,forecast
2 wk ahead inc death,2021-05-01,DE,quantile,0.975,2907,2021-04-19,forecast
2 wk ahead inc death,2021-05-01,DE,quantile,0.99,3125,2021-04-19,forecast
3 wk ahead inc case,2021-05-08,DE,quantile,0.01,78261,2021-04-19,forecast
3 wk ahead inc case,2021-05-08,DE,quantile,0.025,87863,2021-04-19,forecast
3 wk ahead inc case,2021-05-08,DE,quantile,0.05,97117,2021-04-19,forecast
3 wk ahead inc case,2021-05-08,DE,quantile,0.1,109077,2021-04-19,forecast
3 wk ahead inc case,2021-05-08,DE,quantile,0.15,118017,2021-04-19,forecast
3 wk ahead inc case,2021-05-08,DE,quantile,0.2,125673,2021-04-19,forecast
3 wk ahead inc case,2021-05-08,DE,quantile,0.25,132657,2021-04-19,forecast
3 wk ahead inc case,2021-05-08,DE,quantile,0.3,139279,2021-04-19,forecast
3 wk ahead inc case,2021-05-08,DE,quantile,0.35,145726,2021-04-19,forecast
3 wk ahead inc case,2021-05-08,DE,quantile,0.4,152134,2021-04-19,forecast
3 wk ahead inc case,2021-05-08,DE,quantile,0.45,158617,2021-04-19,forecast
3 wk ahead inc case,2021-05-08,DE,quantile,0.5,165282,2021-04-19,forecast
3 wk ahead inc case,2021-05-08,DE,quantile,0.55,172242,2021-04-19,forecast
3 wk ahead inc case,2021-05-08,DE,quantile,0.6,179631,2021-04-19,forecast
3 wk ahead inc case,2021-05-08,DE,quantile,0.65,187619,2021-04-19,forecast
3 wk ahead inc case,2021-05-08,DE,quantile,0.7,196443,2021-04-19,forecast
3 wk ahead inc case,2021-05-08,DE,quantile,0.75,206456,2021-04-19,forecast
3 wk ahead inc case,2021-05-08,DE,quantile,0.8,218241,2021-04-19,forecast
3 wk ahead inc case,2021-05-08,DE,quantile,0.85,232875,2021-04-19,forecast
3 wk ahead inc case,2021-05-08,DE,quantile,0.9,252765,2021-04-19,forecast
3 wk ahead inc case,2021-05-08,DE,quantile,0.95,285586,2021-04-19,forecast
3 wk ahead inc case,2021-05-08,DE,quantile,0.975,317673,2021-04-19,forecast
3 wk ahead inc case,2021-05-08,DE,quantile,0.99,359783,2021-04-19,forecast
3 wk ahead inc death,2021-05-08,DE,quantile,0.01,1195,2021-04-19,forecast
3 wk ahead inc death,2021-05-08,DE,quantile,0.025,1309,2021-04-19,forecast
3 wk ahead inc death,2021-05-08,DE,quantile,0.05,1416,2021-04-19,forecast
3 wk ahead inc death,2021-05-08,DE,quantile,0.1,1553,2021-04-19,forecast
3 wk ahead inc death,2021-05-08,DE,quantile,0.15,1654,2021-04-19,forecast
3 wk ahead inc death,2021-05-08,DE,quantile,0.2,1739,2021-04-19,forecast
3 wk ahead inc death,2021-05-08,DE,quantile,0.25,1816,2021-04-19,forecast
3 wk ahead inc death,2021-05-08,DE,quantile,0.3,1889,2021-04-19,forecast
3 wk ahead inc death,2021-05-08,DE,quantile,0.35,1959,2021-04-19,forecast
3 wk ahead inc death,2021-05-08,DE,quantile,0.4,2028,2021-04-19,forecast
3 wk ahead inc death,2021-05-08,DE,quantile,0.45,2098,2021-04-19,forecast
3 wk ahead inc death,2021-05-08,DE,quantile,0.5,2169,2021-04-19,forecast
3 wk ahead inc death,2021-05-08,DE,quantile,0.55,2243,2021-04-19,forecast
3 wk ahead inc death,2021-05-08,DE,quantile,0.6,2321,2021-04-19,forecast
3 wk ahead inc death,2021-05-08,DE,quantile,0.65,2405,2021-04-19,forecast
3 wk ahead inc death,2021-05-08,DE,quantile,0.7,2497,2021-04-19,forecast
3 wk ahead inc death,2021-05-08,DE,quantile,0.75,2601,2021-04-19,forecast
3 wk ahead inc death,2021-05-08,DE,quantile,0.8,2722,2021-04-19,forecast
3 wk ahead inc death,2021-05-08,DE,quantile,0.85,2871,2021-04-19,forecast
3 wk ahead inc death,2021-05-08,DE,quantile,0.9,3072,2021-04-19,forecast
3 wk ahead inc death,2021-05-08,DE,quantile,0.95,3398,2021-04-19,forecast
3 wk ahead inc death,2021-05-08,DE,quantile,0.975,3712,2021-04-19,forecast
3 wk ahead inc death,2021-05-08,DE,quantile,0.99,4117,2021-04-19,forecast
4 wk ahead inc case,2021-05-15,DE,quantile,0.01,60484,2021-04-19,forecast
4 wk ahead inc case,2021-05-15,DE,quantile,0.025,70573,2021-04-19,forecast
4 wk ahead inc case,2021-05-15,DE,quantile,0.05,80636,2021-04-19,forecast
4 wk ahead inc case,2021-05-15,DE,quantile,0.1,94096,2021-04-19,forecast
4 wk ahead inc case,2021-05-15,DE,quantile,0.15,104469,2021-04-19,forecast
4 wk ahead inc case,2021-05-15,DE,quantile,0.2,113549,2021-04-19,forecast
4 wk ahead inc case,2021-05-15,DE,quantile,0.25,121987,2021-04-19,forecast
4 wk ahead inc case,2021-05-15,DE,quantile,0.3,130115,2021-04-19,forecast
4 wk ahead inc case,2021-05-15,DE,quantile,0.35,138145,2021-04-19,forecast
4 wk ahead inc case,2021-05-15,DE,quantile,0.4,146236,2021-04-19,forecast
4 wk ahead inc case,2021-05-15,DE,quantile,0.45,154530,2021-04-19,forecast
4 wk ahead inc case,2021-05-15,DE,quantile,0.5,163167,2021-04-19,forecast
4 wk ahead inc case,2021-05-15,DE,quantile,0.55,172301,2021-04-19,forecast
4 wk ahead inc case,2021-05-15,DE,quantile,0.6,182122,2021-04-19,forecast
4 wk ahead inc case,2021-05-15,DE,quantile,0.65,192880,2021-04-19,forecast
4 wk ahead inc case,2021-05-15,DE,quantile,0.7,204927,2021-04-19,forecast
4 wk ahead inc case,2021-05-15,DE,quantile,0.75,218800,2021-04-19,forecast
4 wk ahead inc case,2021-05-15,DE,quantile,0.8,235390,2021-04-19,forecast
4 wk ahead inc case,2021-05-15,DE,quantile,0.85,256371,2021-04-19,forecast
4 wk ahead inc case,2021-05-15,DE,quantile,0.9,285530,2021-04-19,forecast
4 wk ahead inc case,2021-05-15,DE,quantile,0.95,335159,2021-04-19,forecast
4 wk ahead inc case,2021-05-15,DE,quantile,0.975,385358,2021-04-19,forecast
4 wk ahead inc case,2021-05-15,DE,quantile,0.99,453553,2021-04-19,forecast
4 wk ahead inc death,2021-05-15,DE,quantile,0.01,1115,2021-04-19,forecast
4 wk ahead inc death,2021-05-15,DE,quantile,0.025,1242,2021-04-19,forecast
4 wk ahead inc death,2021-05-15,DE,quantile,0.05,1365,2021-04-19,forecast
4 wk ahead inc death,2021-05-15,DE,quantile,0.1,1525,2021-04-19,forecast
4 wk ahead inc death,2021-05-15,DE,quantile,0.15,1644,2021-04-19,forecast
4 wk ahead inc death,2021-05-15,DE,quantile,0.2,1747,2021-04-19,forecast
4 wk ahead inc death,2021-05-15,DE,quantile,0.25,1841,2021-04-19,forecast
4 wk ahead inc death,2021-05-15,DE,quantile,0.3,1930,2021-04-19,forecast
4 wk ahead inc death,2021-05-15,DE,quantile,0.35,2017,2021-04-19,forecast
4 wk ahead inc death,2021-05-15,DE,quantile,0.4,2104,2021-04-19,forecast
4 wk ahead inc death,2021-05-15,DE,quantile,0.45,2192,2021-04-19,forecast
4 wk ahead inc death,2021-05-15,DE,quantile,0.5,2282,2021-04-19,forecast
4 wk ahead inc death,2021-05-15,DE,quantile,0.55,2377,2021-04-19,forecast
4 wk ahead inc death,2021-05-15,DE,quantile,0.6,2477,2021-04-19,forecast
4 wk ahead inc death,2021-05-15,DE,quantile,0.65,2586,2021-04-19,forecast
4 wk ahead inc death,2021-05-15,DE,quantile,0.7,2707,2021-04-19,forecast
4 wk ahead inc death,2021-05-15,DE,quantile,0.75,2844,2021-04-19,forecast
4 wk ahead inc death,2021-05-15,DE,quantile,0.8,3006,2021-04-19,forecast
4 wk ahead inc death,2021-05-15,DE,quantile,0.85,3208,2021-04-19,forecast
4 wk ahead inc death,2021-05-15,DE,quantile,0.9,3483,2021-04-19,forecast
4 wk ahead inc death,2021-05-15,DE,quantile,0.95,3939,2021-04-19,forecast
4 wk ahead inc death,2021-05-15,DE,quantile,0.975,4387,2021-04-19,forecast
4 wk ahead inc death,2021-05-15,DE,quantile,0.99,4980,2021-04-19,forecast
1 wk ahead inc case,2021-04-24,ES,quantile,0.01,54781,2021-04-19,forecast
1 wk ahead inc case,2021-04-24,ES,quantile,0.025,56825,2021-04-19,forecast
1 wk ahead inc case,2021-04-24,ES,quantile,0.05,58644,2021-04-19,forecast
1 wk ahead inc case,2021-04-24,ES,quantile,0.1,60814,2021-04-19,forecast
1 wk ahead inc case,2021-04-24,ES,quantile,0.15,62323,2021-04-19,forecast
1 wk ahead inc case,2021-04-24,ES,quantile,0.2,63549,2021-04-19,forecast
1 wk ahead inc case,2021-04-24,ES,quantile,0.25,64620,2021-04-19,forecast
1 wk ahead inc case,2021-04-24,ES,quantile,0.3,65597,2021-04-19,forecast
1 wk ahead inc case,2021-04-24,ES,quantile,0.35,66516,2021-04-19,forecast
1 wk ahead inc case,2021-04-24,ES,quantile,0.4,67399,2021-04-19,forecast
1 wk ahead inc case,2021-04-24,ES,quantile,0.45,68266,2021-04-19,forecast
1 wk ahead inc case,2021-04-24,ES,quantile,0.5,69129,2021-04-19,forecast
1 wk ahead inc case,2021-04-24,ES,quantile,0.55,70003,2021-04-19,forecast
1 wk ahead inc case,2021-04-24,ES,quantile,0.6,70903,2021-04-19,forecast
1 wk ahead inc case,2021-04-24,ES,quantile,0.65,71844,2021-04-19,forecast
1 wk ahead inc case,2021-04-24,ES,quantile,0.7,72851,2021-04-19,forecast
1 wk ahead inc case,2021-04-24,ES,quantile,0.75,73952,2021-04-19,forecast
1 wk ahead inc case,2021-04-24,ES,quantile,0.8,75199,2021-04-19,forecast
1 wk ahead inc case,2021-04-24,ES,quantile,0.85,76678,2021-04-19,forecast
1 wk ahead inc case,2021-04-24,ES,quantile,0.9,78581,2021-04-19,forecast
1 wk ahead inc case,2021-04-24,ES,quantile,0.95,81488,2021-04-19,forecast
1 wk ahead inc case,2021-04-24,ES,quantile,0.975,84097,2021-04-19,forecast
1 wk ahead inc case,2021-04-24,ES,quantile,0.99,87235,2021-04-19,forecast
1 wk ahead inc death,2021-04-24,ES,quantile,0.01,722,2021-04-19,forecast
1 wk ahead inc death,2021-04-24,ES,quantile,0.025,749,2021-04-19,forecast
1 wk ahead inc death,2021-04-24,ES,quantile,0.05,773,2021-04-19,forecast
1 wk ahead inc death,2021-04-24,ES,quantile,0.1,802,2021-04-19,forecast
1 wk ahead inc death,2021-04-24,ES,quantile,0.15,822,2021-04-19,forecast
1 wk ahead inc death,2021-04-24,ES,quantile,0.2,838,2021-04-19,forecast
1 wk ahead inc death,2021-04-24,ES,quantile,0.25,852,2021-04-19,forecast
1 wk ahead inc death,2021-04-24,ES,quantile,0.3,865,2021-04-19,forecast
1 wk ahead inc death,2021-04-24,ES,quantile,0.35,877,2021-04-19,forecast
1 wk ahead inc death,2021-04-24,ES,quantile,0.4,889,2021-04-19,forecast
1 wk ahead inc death,2021-04-24,ES,quantile,0.45,900,2021-04-19,forecast
1 wk ahead inc death,2021-04-24,ES,quantile,0.5,911,2021-04-19,forecast
1 wk ahead inc death,2021-04-24,ES,quantile,0.55,923,2021-04-19,forecast
1 wk ahead inc death,2021-04-24,ES,quantile,0.6,935,2021-04-19,forecast
1 wk ahead inc death,2021-04-24,ES,quantile,0.65,947,2021-04-19,forecast
1 wk ahead inc death,2021-04-24,ES,quantile,0.7,961,2021-04-19,forecast
1 wk ahead inc death,2021-04-24,ES,quantile,0.75,975,2021-04-19,forecast
1 wk ahead inc death,2021-04-24,ES,quantile,0.8,991,2021-04-19,forecast
1 wk ahead inc death,2021-04-24,ES,quantile,0.85,1011,2021-04-19,forecast
1 wk ahead inc death,2021-04-24,ES,quantile,0.9,1036,2021-04-19,forecast
1 wk ahead inc death,2021-04-24,ES,quantile,0.95,1074,2021-04-19,forecast
1 wk ahead inc death,2021-04-24,ES,quantile,0.975,1109,2021-04-19,forecast
