target,target_end_date,location,type,quantile,value,forecast_date,scenario_id
1 wk ahead inc case,2021-05-22,DE,quantile,0.01,31581,2021-05-17,forecast
1 wk ahead inc case,2021-05-22,DE,quantile,0.025,33625,2021-05-17,forecast
1 wk ahead inc case,2021-05-22,DE,quantile,0.05,35491,2021-05-17,forecast
1 wk ahead inc case,2021-05-22,DE,quantile,0.1,37774,2021-05-17,forecast
1 wk ahead inc case,2021-05-22,DE,quantile,0.15,39398,2021-05-17,forecast
1 wk ahead inc case,2021-05-22,DE,quantile,0.2,40738,2021-05-17,forecast
1 wk ahead inc case,2021-05-22,DE,quantile,0.25,41926,2021-05-17,forecast
1 wk ahead inc case,2021-05-22,DE,quantile,0.3,43022,2021-05-17,forecast
1 wk ahead inc case,2021-05-22,DE,quantile,0.35,44064,2021-05-17,forecast
1 wk ahead inc case,2021-05-22,DE,quantile,0.4,45076,2021-05-17,forecast
1 wk ahead inc case,2021-05-22,DE,quantile,0.45,46078,2021-05-17,forecast
1 wk ahead inc case,2021-05-22,DE,quantile,0.5,47086,2021-05-17,forecast
1 wk ahead inc case,2021-05-22,DE,quantile,0.55,48117,2021-05-17,forecast
1 wk ahead inc case,2021-05-22,DE,quantile,0.6,49188,2021-05-17,forecast
1 wk ahead inc case,2021-05-22,DE,quantile,0.65,50320,2021-05-17,forecast
1 wk ahead inc case,2021-05-22,DE,quantile,0.7,51541,2021-05-17,forecast
1 wk ahead inc case,2021-05-22,DE,quantile,0.75,52894,2021-05-17,forecast
1 wk ahead inc case,2021-05-22,DE,quantile,0.8,54442,2021-05-17,forecast
1 wk ahead inc case,2021-05-22,DE,quantile,0.85,56305,2021-05-17,forecast
1 wk ahead inc case,2021-05-22,DE,quantile,0.9,58741,2021-05-17,forecast
1 wk ahead inc case,2021-05-22,DE,quantile,0.95,62551,2021-05-17,forecast
1 wk ahead inc case,2021-05-22,DE,quantile,0.975,66059,2021-05-17,forecast
1 wk ahead inc case,2021-05-22,DE,quantile,0.99,70389,2021-05-17,forecast
1 wk ahead inc death,2021-05-22,DE,quantile,0.01,943,2021-05-17,forecast
1 wk ahead inc death,2021-05-22,DE,quantile,0.025,972,2021-05-17,forecast
