target,target_end_date,location,type,quantile,value,forecast_date,scenario_id
1 wk ahead inc case,2021-03-13,AT,quantile,0.01,14306,2021-03-08,forecast
1 wk ahead inc case,2021-03-13,AT,quantile,0.025,14673,2021-03-08,forecast
1 wk ahead inc case,2021-03-13,AT,quantile,0.05,14997,2021-03-08,forecast
1 wk ahead inc case,2021-03-13,AT,quantile,0.1,15379,2021-03-08,forecast
1 wk ahead inc case,2021-03-13,AT,quantile,0.15,15643,2021-03-08,forecast
1 wk ahead inc case,2021-03-13,AT,quantile,0.2,15855,2021-03-08,forecast
1 wk ahead inc case,2021-03-13,AT,quantile,0.25,16040,2021-03-08,forecast
1 wk ahead inc case,2021-03-13,AT,quantile,0.3,16208,2021-03-08,forecast
1 wk ahead inc case,2021-03-13,AT,quantile,0.35,16365,2021-03-08,forecast
1 wk ahead inc case,2021-03-13,AT,quantile,0.4,16515,2021-03-08,forecast
1 wk ahead inc case,2021-03-13,AT,quantile,0.45,16662,2021-03-08,forecast
1 wk ahead inc case,2021-03-13,AT,quantile,0.5,16808,2021-03-08,forecast
1 wk ahead inc case,2021-03-13,AT,quantile,0.55,16955,2021-03-08,forecast
1 wk ahead inc case,2021-03-13,AT,quantile,0.6,17106,2021-03-08,forecast
1 wk ahead inc case,2021-03-13,AT,quantile,0.65,17264,2021-03-08,forecast
1 wk ahead inc case,2021-03-13,AT,quantile,0.7,17431,2021-03-08,forecast
1 wk ahead inc case,2021-03-13,AT,quantile,0.75,17614,2021-03-08,forecast
1 wk ahead inc case,2021-03-13,AT,quantile,0.8,17819,2021-03-08,forecast
1 wk ahead inc case,2021-03-13,AT,quantile,0.85,18062,2021-03-08,forecast
1 wk ahead inc case,2021-03-13,AT,quantile,0.9,18372,2021-03-08,forecast
1 wk ahead inc case,2021-03-13,AT,quantile,0.95,18841,2021-03-08,forecast
1 wk ahead inc case,2021-03-13,AT,quantile,0.975,19258,2021-03-08,forecast
1 wk ahead inc case,2021-03-13,AT,quantile,0.99,19755,2021-03-08,forecast
1 wk ahead inc death,2021-03-13,AT,quantile,0.01,107,2021-03-08,forecast
1 wk ahead inc death,2021-03-13,AT,quantile,0.025,114,2021-03-08,forecast
1 wk ahead inc death,2021-03-13,AT,quantile,0.05,119,2021-03-08,forecast
1 wk ahead inc death,2021-03-13,AT,quantile,0.1,126,2021-03-08,forecast
1 wk ahead inc death,2021-03-13,AT,quantile,0.15,131,2021-03-08,forecast
1 wk ahead inc death,2021-03-13,AT,quantile,0.2,135,2021-03-08,forecast
1 wk ahead inc death,2021-03-13,AT,quantile,0.25,139,2021-03-08,forecast
1 wk ahead inc death,2021-03-13,AT,quantile,0.3,142,2021-03-08,forecast
1 wk ahead inc death,2021-03-13,AT,quantile,0.35,145,2021-03-08,forecast
1 wk ahead inc death,2021-03-13,AT,quantile,0.4,148,2021-03-08,forecast
1 wk ahead inc death,2021-03-13,AT,quantile,0.45,151,2021-03-08,forecast
1 wk ahead inc death,2021-03-13,AT,quantile,0.5,154,2021-03-08,forecast
1 wk ahead inc death,2021-03-13,AT,quantile,0.55,157,2021-03-08,forecast
1 wk ahead inc death,2021-03-13,AT,quantile,0.6,160,2021-03-08,forecast
1 wk ahead inc death,2021-03-13,AT,quantile,0.65,164,2021-03-08,forecast
1 wk ahead inc death,2021-03-13,AT,quantile,0.7,167,2021-03-08,forecast
1 wk ahead inc death,2021-03-13,AT,quantile,0.75,171,2021-03-08,forecast
1 wk ahead inc death,2021-03-13,AT,quantile,0.8,176,2021-03-08,forecast
1 wk ahead inc death,2021-03-13,AT,quantile,0.85,181,2021-03-08,forecast
1 wk ahead inc death,2021-03-13,AT,quantile,0.9,188,2021-03-08,forecast
1 wk ahead inc death,2021-03-13,AT,quantile,0.95,199,2021-03-08,forecast
1 wk ahead inc death,2021-03-13,AT,quantile,0.975,209,2021-03-08,forecast
1 wk ahead inc death,2021-03-13,AT,quantile,0.99,221,2021-03-08,forecast
2 wk ahead inc case,2021-03-20,AT,quantile,0.01,14253,2021-03-08,forecast
2 wk ahead inc case,2021-03-20,AT,quantile,0.025,14801,2021-03-08,forecast
2 wk ahead inc case,2021-03-20,AT,quantile,0.05,15290,2021-03-08,forecast
2 wk ahead inc case,2021-03-20,AT,quantile,0.1,15875,2021-03-08,forecast
2 wk ahead inc case,2021-03-20,AT,quantile,0.15,16283,2021-03-08,forecast
2 wk ahead inc case,2021-03-20,AT,quantile,0.2,16615,2021-03-08,forecast
2 wk ahead inc case,2021-03-20,AT,quantile,0.25,16905,2021-03-08,forecast
2 wk ahead inc case,2021-03-20,AT,quantile,0.3,17171,2021-03-08,forecast
2 wk ahead inc case,2021-03-20,AT,quantile,0.35,17421,2021-03-08,forecast
2 wk ahead inc case,2021-03-20,AT,quantile,0.4,17661,2021-03-08,forecast
2 wk ahead inc case,2021-03-20,AT,quantile,0.45,17897,2021-03-08,forecast
2 wk ahead inc case,2021-03-20,AT,quantile,0.5,18133,2021-03-08,forecast
2 wk ahead inc case,2021-03-20,AT,quantile,0.55,18372,2021-03-08,forecast
2 wk ahead inc case,2021-03-20,AT,quantile,0.6,18618,2021-03-08,forecast
2 wk ahead inc case,2021-03-20,AT,quantile,0.65,18876,2021-03-08,forecast
2 wk ahead inc case,2021-03-20,AT,quantile,0.7,19152,2021-03-08,forecast
2 wk ahead inc case,2021-03-20,AT,quantile,0.75,19455,2021-03-08,forecast
2 wk ahead inc case,2021-03-20,AT,quantile,0.8,19798,2021-03-08,forecast
2 wk ahead inc case,2021-03-20,AT,quantile,0.85,20206,2021-03-08,forecast
2 wk ahead inc case,2021-03-20,AT,quantile,0.9,20731,2021-03-08,forecast
2 wk ahead inc case,2021-03-20,AT,quantile,0.95,21537,2021-03-08,forecast
2 wk ahead inc case,2021-03-20,AT,quantile,0.975,22262,2021-03-08,forecast
2 wk ahead inc case,2021-03-20,AT,quantile,0.99,23138,2021-03-08,forecast
2 wk ahead inc death,2021-03-20,AT,quantile,0.01,103,2021-03-08,forecast
2 wk ahead inc death,2021-03-20,AT,quantile,0.025,110,2021-03-08,forecast
2 wk ahead inc death,2021-03-20,AT,quantile,0.05,116,2021-03-08,forecast
2 wk ahead inc death,2021-03-20,AT,quantile,0.1,124,2021-03-08,forecast
2 wk ahead inc death,2021-03-20,AT,quantile,0.15,130,2021-03-08,forecast
2 wk ahead inc death,2021-03-20,AT,quantile,0.2,134,2021-03-08,forecast
2 wk ahead inc death,2021-03-20,AT,quantile,0.25,138,2021-03-08,forecast
2 wk ahead inc death,2021-03-20,AT,quantile,0.3,142,2021-03-08,forecast
2 wk ahead inc death,2021-03-20,AT,quantile,0.35,145,2021-03-08,forecast
