target,target_end_date,location,type,quantile,value,forecast_date,scenario_id
1 wk ahead inc case,2021-03-20,AT,quantile,0.01,17747,2021-03-15,forecast
1 wk ahead inc case,2021-03-20,AT,quantile,0.025,18173,2021-03-15,forecast
1 wk ahead inc case,2021-03-20,AT,quantile,0.05,18548,2021-03-15,forecast
1 wk ahead inc case,2021-03-20,AT,quantile,0.1,18991,2021-03-15,forecast
1 wk ahead inc case,2021-03-20,AT,quantile,0.15,19296,2021-03-15,forecast
1 wk ahead inc case,2021-03-20,AT,quantile,0.2,19541,2021-03-15,forecast
1 wk ahead inc case,2021-03-20,AT,quantile,0.25,19755,2021-03-15,forecast
1 wk ahead inc case,2021-03-20,AT,quantile,0.3,19949,2021-03-15,forecast
1 wk ahead inc case,2021-03-20,AT,quantile,0.35,20130,2021-03-15,forecast
1 wk ahead inc case,2021-03-20,AT,quantile,0.4,20304,2021-03-15,forecast
1 wk ahead inc case,2021-03-20,AT,quantile,0.45,20474,2021-03-15,forecast
1 wk ahead inc case,2021-03-20,AT,quantile,0.5,20642,2021-03-15,forecast
1 wk ahead inc case,2021-03-20,AT,quantile,0.55,20812,2021-03-15,forecast
1 wk ahead inc case,2021-03-20,AT,quantile,0.6,20987,2021-03-15,forecast
1 wk ahead inc case,2021-03-20,AT,quantile,0.65,21168,2021-03-15,forecast
1 wk ahead inc case,2021-03-20,AT,quantile,0.7,21361,2021-03-15,forecast
1 wk ahead inc case,2021-03-20,AT,quantile,0.75,21572,2021-03-15,forecast
1 wk ahead inc case,2021-03-20,AT,quantile,0.8,21809,2021-03-15,forecast
1 wk ahead inc case,2021-03-20,AT,quantile,0.85,22089,2021-03-15,forecast
1 wk ahead inc case,2021-03-20,AT,quantile,0.9,22446,2021-03-15,forecast
1 wk ahead inc case,2021-03-20,AT,quantile,0.95,22987,2021-03-15,forecast
1 wk ahead inc case,2021-03-20,AT,quantile,0.975,23467,2021-03-15,forecast
1 wk ahead inc case,2021-03-20,AT,quantile,0.99,24039,2021-03-15,forecast
1 wk ahead inc death,2021-03-20,AT,quantile,0.01,135,2021-03-15,forecast
1 wk ahead inc death,2021-03-20,AT,quantile,0.025,140,2021-03-15,forecast
1 wk ahead inc death,2021-03-20,AT,quantile,0.05,144,2021-03-15,forecast
1 wk ahead inc death,2021-03-20,AT,quantile,0.1,148,2021-03-15,forecast
1 wk ahead inc death,2021-03-20,AT,quantile,0.15,152,2021-03-15,forecast
1 wk ahead inc death,2021-03-20,AT,quantile,0.2,154,2021-03-15,forecast
1 wk ahead inc death,2021-03-20,AT,quantile,0.25,157,2021-03-15,forecast
1 wk ahead inc death,2021-03-20,AT,quantile,0.3,159,2021-03-15,forecast
1 wk ahead inc death,2021-03-20,AT,quantile,0.35,161,2021-03-15,forecast
1 wk ahead inc death,2021-03-20,AT,quantile,0.4,163,2021-03-15,forecast
1 wk ahead inc death,2021-03-20,AT,quantile,0.45,165,2021-03-15,forecast
1 wk ahead inc death,2021-03-20,AT,quantile,0.5,166,2021-03-15,forecast
1 wk ahead inc death,2021-03-20,AT,quantile,0.55,168,2021-03-15,forecast
1 wk ahead inc death,2021-03-20,AT,quantile,0.6,170,2021-03-15,forecast
1 wk ahead inc death,2021-03-20,AT,quantile,0.65,172,2021-03-15,forecast
1 wk ahead inc death,2021-03-20,AT,quantile,0.7,175,2021-03-15,forecast
1 wk ahead inc death,2021-03-20,AT,quantile,0.75,177,2021-03-15,forecast
1 wk ahead inc death,2021-03-20,AT,quantile,0.8,180,2021-03-15,forecast
1 wk ahead inc death,2021-03-20,AT,quantile,0.85,183,2021-03-15,forecast
1 wk ahead inc death,2021-03-20,AT,quantile,0.9,187,2021-03-15,forecast
1 wk ahead inc death,2021-03-20,AT,quantile,0.95,193,2021-03-15,forecast
1 wk ahead inc death,2021-03-20,AT,quantile,0.975,199,2021-03-15,forecast
1 wk ahead inc death,2021-03-20,AT,quantile,0.99,205,2021-03-15,forecast
2 wk ahead inc case,2021-03-27,AT,quantile,0.01,18198,2021-03-15,forecast
2 wk ahead inc case,2021-03-27,AT,quantile,0.025,18946,2021-03-15,forecast
2 wk ahead inc case,2021-03-27,AT,quantile,0.05,19614,2021-03-15,forecast
2 wk ahead inc case,2021-03-27,AT,quantile,0.1,20413,2021-03-15,forecast
2 wk ahead inc case,2021-03-27,AT,quantile,0.15,20971,2021-03-15,forecast
2 wk ahead inc case,2021-03-27,AT,quantile,0.2,21426,2021-03-15,forecast
2 wk ahead inc case,2021-03-27,AT,quantile,0.25,21824,2021-03-15,forecast
2 wk ahead inc case,2021-03-27,AT,quantile,0.3,22187,2021-03-15,forecast
2 wk ahead inc case,2021-03-27,AT,quantile,0.35,22529,2021-03-15,forecast
